infraction_description,set_fine_amount,location2
PARK PROHIBITED TIME NO PERMIT,30,58 ORMSKIRK AVE
PARK PROHIBITED TIME NO PERMIT,30,166 GLENHOLME AVE
PARK PROHIBITED TIME NO PERMIT,30,127 WAVERLEY RD
PARK PROHIBITED TIME NO PERMIT,30,184 GLENHOLME AVE
PARK PROHIBITED TIME NO PERMIT,30,494 RIVERSIDE DR
PARK PROHIBITED TIME NO PERMIT,30,284 WAVERLEY RD
PARK PROHIBITED TIME NO PERMIT,30,38 ROSECLIFFE AVE
PARK PROHIBITED TIME NO PERMIT,30,510 RIVERSIDE DR
PARK PROHIBITED TIME NO PERMIT,30,312 WAVERLEY RD
PARK PROHIBITED TIME NO PERMIT,30,320 WAVERLEY RD
PARK PROHIBITED TIME NO PERMIT,30,9 RIVERCREST RD
PARK PROHIBITED TIME NO PERMIT,30,33 CANNIFF ST
PARK PROHIBITED TIME NO PERMIT,30,283 OAKWOOD AVE
PARK PROHIBITED TIME NO PERMIT,30,295 OAKWOOD AVE
PARK PROHIBITED TIME NO PERMIT,30,99 RIVERCREST RD
PARK PROHIBITED TIME NO PERMIT,30,14 PEEL AVE
PARK PROHIBITED TIME NO PERMIT,30,209 OAKWOOD AVE
PARK PROHIBITED TIME NO PERMIT,30,8 FORT ROUILLE ST
PARK PROHIBITED TIME NO PERMIT,30,8 FORT ROUILLE ST
PARK PROHIBITED TIME NO PERMIT,30,36 ST PAUL ST
PARK PROHIBITED TIME NO PERMIT,30,22 THORBURN AVE
PARK PROHIBITED TIME NO PERMIT,30,22 THORBURN AVE
PARK PROHIBITED TIME NO PERMIT,30,NASSAU ST
PARK PROHIBITED TIME NO PERMIT,30,4 THORBURN AVE
PARK PROHIBITED TIME NO PERMIT,30,485 SHUTER ST
PARK PROHIBITED TIME NO PERMIT,30,10 PARKDALE RD
PARK PROHIBITED TIME NO PERMIT,30,119 OXFORD ST
PARK PROHIBITED TIME NO PERMIT,30,135 TYNDALL AVE
PARK PROHIBITED TIME NO PERMIT,30,135 TYNDALL AVE
PARK PROHIBITED TIME NO PERMIT,30,119 OXFORD ST
PARK PROHIBITED TIME NO PERMIT,30,135 TYNDALL AVE
PARK PROHIBITED TIME NO PERMIT,30,146 LAPPIN AVE
PARK PROHIBITED TIME NO PERMIT,30,97 LAPPIN AVE
PARK PROHIBITED TIME NO PERMIT,30,PROSPECT ST
PARK PROHIBITED TIME NO PERMIT,30,3 WATERLOO AVE
PARK PROHIBITED TIME NO PERMIT,30,576 ONTARIO ST
PARK PROHIBITED TIME NO PERMIT,30,27 ALMA AVE
PARK PROHIBITED TIME NO PERMIT,30,55 LAPPIN AVE
PARK PROHIBITED TIME NO PERMIT,30,164 HIGHBOURNE RD
PARK PROHIBITED TIME NO PERMIT,30,46 ROSE AVE
PARK PROHIBITED TIME NO PERMIT,30,593 DUFFERIN ST
PARK PROHIBITED TIME NO PERMIT,30,515 ROSEWELL AVE
PARK PROHIBITED TIME NO PERMIT,30,88 BEACONSFIELD AVE
PARK PROHIBITED TIME NO PERMIT,30,515 ROSEWELL AVE
PARK PROHIBITED TIME NO PERMIT,30,105 BEACONSFIELD AVE
PARK PROHIBITED TIME NO PERMIT,30,118 BRAEMAR AVE
PARK PROHIBITED TIME NO PERMIT,30,31 AFTON AVE
PARK PROHIBITED TIME NO PERMIT,30,445 CLINTON ST
PARK PROHIBITED TIME NO PERMIT,30,31 GARDINER RD
PARK PROHIBITED TIME NO PERMIT,30,86 BARTON AVE
PARK PROHIBITED TIME NO PERMIT,30,BARTON AVE
PARK PROHIBITED TIME NO PERMIT,30,31 GARDINER RD
PARK PROHIBITED TIME NO PERMIT,30,102 PELHAM AVE
PARK PROHIBITED TIME NO PERMIT,30,46 PELHAM AVE
PARK PROHIBITED TIME NO PERMIT,30,7 ROSSMORE RD
PARK PROHIBITED TIME NO PERMIT,30,85 MERRICK ST
PARK PROHIBITED TIME NO PERMIT,30,907 PALMERSTON AVE
PARK PROHIBITED TIME NO PERMIT,30,125 LENNOX ST
PARK PROHIBITED TIME NO PERMIT,30,32 DURANT AVE
PARK PROHIBITED TIME NO PERMIT,30,29 STAFFORD ST
PARK PROHIBITED TIME NO PERMIT,30,175 NIAGARA ST
PARK PROHIBITED TIME NO PERMIT,30,2 DURANT AVE
PARK PROHIBITED TIME NO PERMIT,30,389 MARKHAM ST
PARK PROHIBITED TIME NO PERMIT,30,34 GLENDALE AVE
PARK PROHIBITED TIME NO PERMIT,30,77 ORCHARD VIEW BLVD
PARK PROHIBITED TIME NO PERMIT,30,139 NIAGARA ST
PARK PROHIBITED TIME NO PERMIT,30,139 NIAGARA ST
PARK PROHIBITED TIME NO PERMIT,30,268 MARKHAM ST
PARK PROHIBITED TIME NO PERMIT,30,589 DAVENPORT RD
PARK PROHIBITED TIME NO PERMIT,30,87 NIAGARA ST
PARK PROHIBITED TIME NO PERMIT,30,865 DAVENPORT RD
PARK PROHIBITED TIME NO PERMIT,30,39 SUNNYSIDE AVE
PARK PROHIBITED TIME NO PERMIT,30,39 WOODYCREST AVE
PARK PROHIBITED TIME NO PERMIT,30,87 NIAGARA ST
PARK PROHIBITED TIME NO PERMIT,30,39 SUNNYSIDE AVE
PARK PROHIBITED TIME NO PERMIT,30,890 DAVENPORT RD
PARK PROHIBITED TIME NO PERMIT,30,39 SUNNYSIDE AVE
PARK PROHIBITED TIME NO PERMIT,30,19 MAJOR ST
PARK PROHIBITED TIME NO PERMIT,30,68 NORTHCOTE AVE
PARK PROHIBITED TIME NO PERMIT,30,35 MAJOR ST
PARK PROHIBITED TIME NO PERMIT,30,29 LATIMER AVE
PARK PROHIBITED TIME NO PERMIT,30,37 EATON AVE
PARK PROHIBITED TIME NO PERMIT,30,SHUTER ST
PARK PROHIBITED TIME NO PERMIT,30,242 ROSELAWN AVE
PARK PROHIBITED TIME NO PERMIT,30,21 NORTHCOTE AVE
PARK PROHIBITED TIME NO PERMIT,30,1001 DAVENPORT RD
PARK PROHIBITED TIME NO PERMIT,30,ULSTER ST
PARK PROHIBITED TIME NO PERMIT,30,91 EDWIN AVE
PARK PROHIBITED TIME NO PERMIT,30,NORTHCOTE AVE
PARK PROHIBITED TIME NO PERMIT,30,379 MILVERTON BLVD
PARK PROHIBITED TIME NO PERMIT,30,1103 DAVENPORT RD
PARK PROHIBITED TIME NO PERMIT,30,ULSTER ST
PARK PROHIBITED TIME NO PERMIT,30,PEMBROKE ST
PARK PROHIBITED TIME NO PERMIT,30,349 MILVERTON BLVD
PARK PROHIBITED TIME NO PERMIT,30,15 PENROSE RD
PARK PROHIBITED TIME NO PERMIT,30,3 PEMBROKE ST
PARK PROHIBITED TIME NO PERMIT,30,356 MILVERTON BLVD
PARK PROHIBITED TIME NO PERMIT,30,366 MILVERTON BLVD
PARK PROHIBITED TIME NO PERMIT,30,1 SLADE AVE
PARK PROHIBITED TIME NO PERMIT,30,38 JOE SHUSTER WAY
PARK PROHIBITED TIME NO PERMIT,30,403 MILVERTON BLVD
PARK PROHIBITED TIME NO PERMIT,30,12 TYRREL AVE
PARK PROHIBITED TIME NO PERMIT,30,183 PEARSON AVE
PARK PROHIBITED TIME NO PERMIT,30,51 WALES AVE
PARK PROHIBITED TIME NO PERMIT,30,FISKEN AVE
PARK PROHIBITED TIME NO PERMIT,30,161 PEARSON AVE
PARK PROHIBITED TIME NO PERMIT,30,116 BROWNING AVE
PARK PROHIBITED TIME NO PERMIT,30,FISKEN AVE
PARK PROHIBITED TIME NO PERMIT,30,148 TECUMSETH ST
PARK PROHIBITED TIME NO PERMIT,30,139 PEARSON AVE
PARK PROHIBITED TIME NO PERMIT,30,FISKEN AVE
PARK PROHIBITED TIME NO PERMIT,30,116 BROWNING AVE
PARK PROHIBITED TIME NO PERMIT,30,75 ELLSWORTH AVE
PARK PROHIBITED TIME NO PERMIT,30,328 RYDING AVE
PARK PROHIBITED TIME NO PERMIT,30,166 BROWNING AVE
PARK PROHIBITED TIME NO PERMIT,30,127 MARION ST
PARK PROHIBITED TIME NO PERMIT,30,141 MARION ST
PARK PROHIBITED TIME NO PERMIT,30,363 OSLER ST
PARK PROHIBITED TIME NO PERMIT,30,39 SUNNYSIDE AVE
PARK PROHIBITED TIME NO PERMIT,30,248 ROBERT ST
PARK PROHIBITED TIME NO PERMIT,30,39 SUNNYSIDE AVE
PARK PROHIBITED TIME NO PERMIT,30,150 STRACHAN AVE
PARK PROHIBITED TIME NO PERMIT,30,10 PARKDALE RD
PARK PROHIBITED TIME NO PERMIT,30,10 PARKDALE RD
PARK PROHIBITED TIME NO PERMIT,30,123 SUNNYSIDE AVE
PARK PROHIBITED TIME NO PERMIT,30,123 SUNNYSIDE AVE
PARK PROHIBITED TIME NO PERMIT,30,88 WOLSELEY ST
PARK PROHIBITED TIME NO PERMIT,30,123 SUNNYSIDE AVE
PARK PROHIBITED TIME NO PERMIT,30,83 GARDEN AVE
PARK PROHIBITED TIME NO PERMIT,30,97 BEATRICE ST
PARK PROHIBITED TIME NO PERMIT,30,101 BEATRICE ST
PARK PROHIBITED TIME NO PERMIT,30,80 MASSEY ST
PARK PROHIBITED TIME NO PERMIT,30,81 GALLEY AVE
PARK PROHIBITED TIME NO PERMIT,30,686 BROCK AVE
PARK PROHIBITED TIME NO PERMIT,30,660 MARKHAM ST
PARK PROHIBITED TIME NO PERMIT,30,113 GALLEY AVE
PARK PROHIBITED TIME NO PERMIT,30,644 BROCK AVE
PARK PROHIBITED TIME NO PERMIT,30,80 WINCHESTER ST
PARK PROHIBITED TIME NO PERMIT,30,17 BIGGAR AVE
PARK PROHIBITED TIME NO PERMIT,30,147 GALLEY AVE
PARK PROHIBITED TIME NO PERMIT,30,41 HILLSDALE AVE E
PARK PROHIBITED TIME NO PERMIT,30,100 MERRICK ST
PARK PROHIBITED TIME NO PERMIT,30,383 MARGUERETTA ST
PARK PROHIBITED TIME NO PERMIT,30,368 BALLIOL ST
PARK PROHIBITED TIME NO PERMIT,30,85 MERRICK ST
PARK PROHIBITED TIME NO PERMIT,30,431 MARGUERETTA ST
PARK PROHIBITED TIME NO PERMIT,30,159 WOODINGTON AVE
PARK PROHIBITED TIME NO PERMIT,30,467 MARGUERETTA ST
PARK PROHIBITED TIME NO PERMIT,30,85 GLENDALE AVE
PARK PROHIBITED TIME NO PERMIT,30,75 WOODINGTON AVE
PARK PROHIBITED TIME NO PERMIT,30,56 CLEVELAND ST
PARK PROHIBITED TIME NO PERMIT,30,555 ST CLARENS AVE
PARK PROHIBITED TIME NO PERMIT,30,677 HILLSDALE AVE E
PARK PROHIBITED TIME NO PERMIT,30,990 COXWELL AVE
PARK PROHIBITED TIME NO PERMIT,30,39 SUNNYSIDE AVE
PARK PROHIBITED TIME NO PERMIT,30,2 COOPER ST
PARK PROHIBITED TIME NO PERMIT,30,10 PARKDALE RD
PARK PROHIBITED TIME NO PERMIT,30,106 LONDON ST
PARK PROHIBITED TIME NO PERMIT,30,123 SUNNYSIDE AVE
PARK PROHIBITED TIME NO PERMIT,30,140 HILTON AVE
PARK PROHIBITED TIME NO PERMIT,30,140 HILTON AVE
PARK PROHIBITED TIME NO PERMIT,30,85 GLENDALE AVE
PARK PROHIBITED TIME NO PERMIT,30,15 MELGUND RD
PARK PROHIBITED TIME NO PERMIT,30,456 MONTROSE AVE
PARK PROHIBITED TIME NO PERMIT,30,20 CLAUDE AVE
PARK PROHIBITED TIME NO PERMIT,30,466 MONTROSE AVE
PARK PROHIBITED TIME NO PERMIT,30,21 HOCKEN AVE
PARK PROHIBITED TIME NO PERMIT,30,66 FIFTEENTH ST
PARK PROHIBITED TIME NO PERMIT,30,LENNOX ST
PARK PROHIBITED TIME NO PERMIT,30,10 WILFRED AVE
PARK PROHIBITED TIME NO PERMIT,30,HERRICK ST
PARK PROHIBITED TIME NO PERMIT,30,HERRICK ST
PARK PROHIBITED TIME NO PERMIT,30,104 RUSSETT AVE
PARK PROHIBITED TIME NO PERMIT,30,390 MONTROSE AVE
PARK PROHIBITED TIME NO PERMIT,30,917 DAVENPORT RD
PARK PROHIBITED TIME NO PERMIT,30,111 SUNNYSIDE AVE
PARK PROHIBITED TIME NO PERMIT,30,10 WILFRED AVE
PARK PROHIBITED TIME NO PERMIT,30,99 BOSTON AVE
PARK PROHIBITED TIME NO PERMIT,30,917 DAVENPORT RD
PARK PROHIBITED TIME NO PERMIT,30,111 SUNNYSIDE AVE
PARK PROHIBITED TIME NO PERMIT,30,POWER ST
PARK PROHIBITED TIME NO PERMIT,30,33 WILFRED AVE
PARK PROHIBITED TIME NO PERMIT,30,111 SUNNYSIDE AVE
PARK PROHIBITED TIME NO PERMIT,30,POWER ST
PARK PROHIBITED TIME NO PERMIT,30,65 BOSTON AVE
PARK PROHIBITED TIME NO PERMIT,30,16 RUSSETT AVE
PARK PROHIBITED TIME NO PERMIT,30,19 BOSTON AVE
PARK PROHIBITED TIME NO PERMIT,30,15 BOSTON AVE
PARK PROHIBITED TIME NO PERMIT,30,10 RUSSETT AVE
PARK PROHIBITED TIME NO PERMIT,30,9 BOSTON AVE
PARK PROHIBITED TIME NO PERMIT,30,266 MARKHAM ST
PARK PROHIBITED TIME NO PERMIT,30,33 NATALIE PL
PARK PROHIBITED TIME NO PERMIT,30,32 PARKDALE RD
PARK PROHIBITED TIME NO PERMIT,30,278 MARKHAM ST
PARK PROHIBITED TIME NO PERMIT,30,164 MARKHAM ST
PARK PROHIBITED TIME NO PERMIT,30,LENNOX ST
PARK PROHIBITED TIME NO PERMIT,30,131 PERTH AVE
PARK PROHIBITED TIME NO PERMIT,30,281 BOOTH AVE
PARK PROHIBITED TIME NO PERMIT,30,125 ORCHARD VIEW BLVD
PARK PROHIBITED TIME NO PERMIT,30,243 BOOTH AVE
PARK PROHIBITED TIME NO PERMIT,30,169 PERTH AVE
PARK PROHIBITED TIME NO PERMIT,30,7 BELLWOODS AVE
PARK PROHIBITED TIME NO PERMIT,30,95 CRAWFORD ST
PARK PROHIBITED TIME NO PERMIT,30,26 BALMORAL AVE
PARK PROHIBITED TIME NO PERMIT,30,26 BALMORAL AVE
PARK PROHIBITED TIME NO PERMIT,30,221 PERTH AVE
PARK PROHIBITED TIME NO PERMIT,30,83 CARROLL ST
PARK PROHIBITED TIME NO PERMIT,30,32 BALMORAL AVE
PARK PROHIBITED TIME NO PERMIT,30,83 CARROLL ST
PARK PROHIBITED TIME NO PERMIT,30,31 FISKEN AVE
PARK PROHIBITED TIME NO PERMIT,30,17 HENNING AVE
PARK PROHIBITED TIME NO PERMIT,30,32 BALMORAL AVE
PARK PROHIBITED TIME NO PERMIT,30,59 CARROLL ST
PARK PROHIBITED TIME NO PERMIT,30,10 COLLAHIE ST
PARK PROHIBITED TIME NO PERMIT,30,9 EDWIN AVE
PARK PROHIBITED TIME NO PERMIT,30,59 CARROLL ST
PARK PROHIBITED TIME NO PERMIT,30,59 CARROLL ST
PARK PROHIBITED TIME NO PERMIT,30,59 CARROLL ST
PARK PROHIBITED TIME NO PERMIT,30,10 PARKDALE RD
PARK PROHIBITED TIME NO PERMIT,30,31 HENNING AVE
PARK PROHIBITED TIME NO PERMIT,30,40 LONDON ST
PARK PROHIBITED TIME NO PERMIT,30,67 EDWIN AVE
PARK PROHIBITED TIME NO PERMIT,30,59 CARROLL ST
PARK PROHIBITED TIME NO PERMIT,30,10 PARKDALE RD
PARK PROHIBITED TIME NO PERMIT,30,10 PARKDALE RD
PARK PROHIBITED TIME NO PERMIT,30,HERRICK ST
PARK PROHIBITED TIME NO PERMIT,30,10 PARKDALE RD
PARK PROHIBITED TIME NO PERMIT,30,87 CARROLL ST
PARK PROHIBITED TIME NO PERMIT,30,20 DENISON SQ
PARK PROHIBITED TIME NO PERMIT,30,25 BOWDEN ST
PARK PROHIBITED TIME NO PERMIT,30,31 BOWDEN ST
PARK PROHIBITED TIME NO PERMIT,30,55 FAIRVIEW BLVD
PARK PROHIBITED TIME NO PERMIT,30,101 ROBERT ST
PARK PROHIBITED TIME NO PERMIT,30,1 ALDBURY GDNS
PARK PROHIBITED TIME NO PERMIT,30,232 ROBERT ST
PARK PROHIBITED TIME NO PERMIT,30,61 STRATHGOWAN AVE
PARK PROHIBITED TIME NO PERMIT,30,29 COOLMINE RD
PARK PROHIBITED TIME NO PERMIT,30,30 STRATHGOWAN AVE
PARK PROHIBITED TIME NO PERMIT,30,50 COOLMINE RD
PARK PROHIBITED TIME NO PERMIT,30,175 MARION ST
PARK PROHIBITED TIME NO PERMIT,30,280 ROBERT ST
PARK PROHIBITED TIME NO PERMIT,30,111 SUNNYSIDE AVE
PARK PROHIBITED TIME NO PERMIT,30,59 WALES AVE
PARK PROHIBITED TIME NO PERMIT,30,175 MARION ST
PARK PROHIBITED TIME NO PERMIT,30,57 HILLSDALE AVE W
PARK PROHIBITED TIME NO PERMIT,30,111 SUNNYSIDE AVE
PARK PROHIBITED TIME NO PERMIT,30,149 HAZELWOOD AVE
PARK PROHIBITED TIME NO PERMIT,30,41 HAZELWOOD AVE
PARK PROHIBITED TIME NO PERMIT,30,58 SHAFTESBURY AVE
PARK PROHIBITED TIME NO PERMIT,30,36 FREDERICK ST
PARK PROHIBITED TIME NO PERMIT,30,5 OSLER ST
PARK PROHIBITED TIME NO PERMIT,30,21 WALES AVE
PARK PROHIBITED TIME NO PERMIT,30,14 DENISON SQ
PARK PROHIBITED TIME NO PERMIT,30,441 PACIFIC AVE
PARK PROHIBITED TIME NO PERMIT,30,166 MARION ST
PARK PROHIBITED TIME NO PERMIT,30,54 ROBERT ST
PARK PROHIBITED TIME NO PERMIT,30,260 ROBERT ST
PARK PROHIBITED TIME NO PERMIT,30,166 MARION ST
PARK PROHIBITED TIME NO PERMIT,30,437 PACIFIC AVE
PARK PROHIBITED TIME NO PERMIT,30,447 PACIFIC AVE
PARK PROHIBITED TIME NO PERMIT,30,451 PACIFIC AVE
PARK PROHIBITED TIME NO PERMIT,30,111 SUNNYSIDE AVE
PARK PROHIBITED TIME NO PERMIT,30,14 WESTPORT AVE
PARK PROHIBITED TIME NO PERMIT,30,33 PEARS AVE
PARK PROHIBITED TIME NO PERMIT,30,77 PEARS AVE
PARK PROHIBITED TIME NO PERMIT,30,91 PEARS AVE
PARK PROHIBITED TIME NO PERMIT,30,91 PEARS AVE
PARK PROHIBITED TIME NO PERMIT,30,105 PEMBROKE ST
PARK PROHIBITED TIME NO PERMIT,30,91 PEARS AVE
PARK PROHIBITED TIME NO PERMIT,30,117 PEMBROKE ST
PARK PROHIBITED TIME NO PERMIT,30,220 GEORGE ST
PARK PROHIBITED TIME NO PERMIT,30,PEMBROKE ST
PARK PROHIBITED TIME NO PERMIT,30,244 GEORGE ST
PARK PROHIBITED TIME NO PERMIT,30,35 PEMBROKE ST
PARK PROHIBITED TIME NO PERMIT,30,144 DENISON AVE
PARK PROHIBITED TIME NO PERMIT,30,3 PEMBROKE ST
PARK PROHIBITED TIME NO PERMIT,30,17 WALES AVE
PARK PROHIBITED TIME NO PERMIT,30,130 SHUTER ST
PARK PROHIBITED TIME NO PERMIT,30,24 DENISON SQ
PARK PROHIBITED TIME NO PERMIT,30,122 COLLIER ST
PARK PROHIBITED TIME NO PERMIT,30,146 COLLIER ST
PARK PROHIBITED TIME NO PERMIT,30,105 PEMBROKE ST
PARK PROHIBITED TIME NO PERMIT,30,41 HUNTLEY ST
PARK PROHIBITED TIME NO PERMIT,30,240 ROXTON RD
PARK PROHIBITED TIME NO PERMIT,30,240 ROXTON RD
PARK PROHIBITED TIME NO PERMIT,30,240 ROXTON RD
PARK PROHIBITED TIME NO PERMIT,30,144 BOOTH AVE
PARK PROHIBITED TIME NO PERMIT,30,186 BOOTH AVE
PARK PROHIBITED TIME NO PERMIT,30,502 MARKHAM ST
PARK PROHIBITED TIME NO PERMIT,30,188 LOWTHER AVE
PARK PROHIBITED TIME NO PERMIT,30,276 GEORGE ST
PARK PROHIBITED TIME NO PERMIT,30,103 PEARS AVE
PARK PROHIBITED TIME NO PERMIT,30,9 GORE VALE AVE
PARK PROHIBITED TIME NO PERMIT,30,43 TECUMSETH ST
PARK PROHIBITED TIME NO PERMIT,30,25 GORE VALE AVE
PARK PROHIBITED TIME NO PERMIT,30,490 ROXTON RD
PARK PROHIBITED TIME NO PERMIT,30,490 ROXTON RD
PARK PROHIBITED TIME NO PERMIT,30,63 TECUMSETH ST
PARK PROHIBITED TIME NO PERMIT,30,447 PACIFIC AVE
PARK PROHIBITED TIME NO PERMIT,30,446 ROXTON RD
PARK PROHIBITED TIME NO PERMIT,30,127 GORE VALE AVE
PARK PROHIBITED TIME NO PERMIT,30,446 ROXTON RD
PARK PROHIBITED TIME NO PERMIT,30,446 ROXTON RD
PARK PROHIBITED TIME NO PERMIT,30,147 GORE VALE AVE
PARK PROHIBITED TIME NO PERMIT,30,157 GORE VALE AVE
PARK PROHIBITED TIME NO PERMIT,30,157 GORE VALE AVE
PARK PROHIBITED TIME NO PERMIT,30,531 SHAW ST
PARK PROHIBITED TIME NO PERMIT,30,291 HIGH PARK AVE
PARK PROHIBITED TIME NO PERMIT,30,49 OSLER ST
PARK PROHIBITED TIME NO PERMIT,30,55 OSLER ST
PARK PROHIBITED TIME NO PERMIT,30,69 OSLER ST
PARK PROHIBITED TIME NO PERMIT,30,292 ROXTON RD
PARK PROHIBITED TIME NO PERMIT,30,56 BELLWOODS AVE
PARK PROHIBITED TIME NO PERMIT,30,85 OSLER ST
PARK PROHIBITED TIME NO PERMIT,30,285 MELITA AVE
PARK PROHIBITED TIME NO PERMIT,30,23 HECTOR AVE
PARK PROHIBITED TIME NO PERMIT,30,5 HECTOR AVE
PARK PROHIBITED TIME NO PERMIT,30,21 WALES AVE
PARK PROHIBITED TIME NO PERMIT,30,21 WALES AVE
PARK PROHIBITED TIME NO PERMIT,30,24 DENISON SQ
PARK PROHIBITED TIME NO PERMIT,30,49 WALES AVE
PARK PROHIBITED TIME NO PERMIT,30,100 MAITLAND ST
PARK PROHIBITED TIME NO PERMIT,30,100 MAITLAND ST
PARK PROHIBITED TIME NO PERMIT,30,37 PEARS AVE
PARK PROHIBITED TIME NO PERMIT,30,25 MCGILL ST
PARK PROHIBITED TIME NO PERMIT,30,43 BATTENBERG AVE
PARK PROHIBITED TIME NO PERMIT,30,301 MUTUAL ST
PARK PROHIBITED TIME NO PERMIT,30,15 TRANBY AVE
PARK PROHIBITED TIME NO PERMIT,30,61 BISHOP TUTU BLVD
PARK PROHIBITED TIME NO PERMIT,30,59 BISHOP TUTU BLVD
PARK PROHIBITED TIME NO PERMIT,30,27 BISHOP TUTU BLVD
PARK PROHIBITED TIME NO PERMIT,30,576 LOGAN AVE
PARK PROHIBITED TIME NO PERMIT,30,574 LOGAN AVE
PARK PROHIBITED TIME NO PERMIT,30,117 GRANBY ST
PARK PROHIBITED TIME NO PERMIT,30,85 WOOD ST
PARK PROHIBITED TIME NO PERMIT,30,85 WOOD ST
PARK PROHIBITED TIME NO PERMIT,30,85 WOOD ST
PARK PROHIBITED TIME NO PERMIT,30,34 LITTLE NORWAY CRES
PARK PROHIBITED TIME NO PERMIT,30,31 ST JOSEPH ST
PARK PROHIBITED TIME NO PERMIT,30,21 ST JOSEPH ST
PARK PROHIBITED TIME NO PERMIT,30,33 MAITLAND ST
PARK PROHIBITED TIME NO PERMIT,30,11 ST JOSEPH ST
PARK PROHIBITED TIME NO PERMIT,30,1 ST JOSEPH ST
PARK PROHIBITED TIME NO PERMIT,30,12 ST JOSEPH ST
PARK PROHIBITED TIME NO PERMIT,30,16 ST JOSEPH ST
PARK PROHIBITED TIME NO PERMIT,30,44 ST JOSEPH ST
PARK PROHIBITED TIME NO PERMIT,30,16 ST JOSEPH ST
PARK PROHIBITED TIME NO PERMIT,30,OLD DUNDAS ST
PARK PROHIBITED TIME NO PERMIT,30,OLD DUNDAS ST
PARK PROHIBITED TIME NO PERMIT,30,OLD DUNDAS ST
PARK PROHIBITED TIME NO PERMIT,30,OLD DUNDAS ST
PARK PROHIBITED TIME NO PERMIT,30,OLD DUNDAS ST
PARK PROHIBITED TIME NO PERMIT,30,OLD DUNDAS ST
PARK PROHIBITED TIME NO PERMIT,30,4042 OLD DUNDAS ST
PARK PROHIBITED TIME NO PERMIT,30,4042 OLD DUNDAS ST
PARK PROHIBITED TIME NO PERMIT,30,4044 OLD DUNDAS ST
PARK PROHIBITED TIME NO PERMIT,30,36 SECOND ST
PARK PROHIBITED TIME NO PERMIT,30,4044 OLD DUNDAS ST
PARK PROHIBITED TIME NO PERMIT,30,16 MEADOW AVE
PARK PROHIBITED TIME NO PERMIT,30,36 SECOND ST
PARK PROHIBITED TIME NO PERMIT,30,4052 OLD DUNDAS ST
PARK PROHIBITED TIME NO PERMIT,30,26 SECOND ST
PARK PROHIBITED TIME NO PERMIT,30,4045 OLD DUNDAS ST
PARK PROHIBITED TIME NO PERMIT,30,4045 OLD DUNDAS ST
PARK PROHIBITED TIME NO PERMIT,30,59 HENRY LANE TER
PARK PROHIBITED TIME NO PERMIT,30,14 SECOND ST
PARK PROHIBITED TIME NO PERMIT,30,1110 BRIAR HILL AVE
PARK PROHIBITED TIME NO PERMIT,30,35 HENRY LANE TER
PARK PROHIBITED TIME NO PERMIT,30,BRIAR HILL AVE
PARK PROHIBITED TIME NO PERMIT,30,489 CLENDENAN AVE
PARK PROHIBITED TIME NO PERMIT,30,39 NIAGARA ST
PARK PROHIBITED TIME NO PERMIT,30,39 NIAGARA ST
PARK PROHIBITED TIME NO PERMIT,30,406 CLENDENAN AVE
PARK PROHIBITED TIME NO PERMIT,30,39 NIAGARA ST
PARK PROHIBITED TIME NO PERMIT,30,MORRISON ST
PARK PROHIBITED TIME NO PERMIT,30,41 DOVERCOURT RD
PARK PROHIBITED TIME NO PERMIT,30,CLENDENAN AVE
PARK PROHIBITED TIME NO PERMIT,30,288 ST CLEMENTS AVE
PARK PROHIBITED TIME NO PERMIT,30,39 NIAGARA ST
PARK PROHIBITED TIME NO PERMIT,30,MORRISON ST
PARK PROHIBITED TIME NO PERMIT,30,141 ENNERDALE RD
PARK PROHIBITED TIME NO PERMIT,30,EVELYN AVE
PARK PROHIBITED TIME NO PERMIT,30,74 FOURTH ST
PARK PROHIBITED TIME NO PERMIT,30,160 THE ESPLANADE
PARK PROHIBITED TIME NO PERMIT,30,145 ELM RIDGE DR
PARK PROHIBITED TIME NO PERMIT,30,380 ST CLEMENTS AVE
PARK PROHIBITED TIME NO PERMIT,30,52 STEWART ST
PARK PROHIBITED TIME NO PERMIT,30,86 FOURTH ST
PARK PROHIBITED TIME NO PERMIT,30,155 ELM RIDGE DR
PARK PROHIBITED TIME NO PERMIT,30,380 ST CLEMENTS AVE
PARK PROHIBITED TIME NO PERMIT,30,46 DYNEVOR RD
PARK PROHIBITED TIME NO PERMIT,30,94 FOURTH ST
PARK PROHIBITED TIME NO PERMIT,30,152 EVELYN AVE
PARK PROHIBITED TIME NO PERMIT,30,406 ST CLEMENTS AVE
PARK PROHIBITED TIME NO PERMIT,30,108 DYNEVOR RD
PARK PROHIBITED TIME NO PERMIT,30,83 FOURTH ST
PARK PROHIBITED TIME NO PERMIT,30,32 STEWART ST
PARK PROHIBITED TIME NO PERMIT,30,839 GLADSTONE AVE
PARK PROHIBITED TIME NO PERMIT,30,220 EVELYN AVE
PARK PROHIBITED TIME NO PERMIT,30,100 DYNEVOR RD
PARK PROHIBITED TIME NO PERMIT,30,330 HOPEWELL AVE
PARK PROHIBITED TIME NO PERMIT,30,69 FOURTH ST
PARK PROHIBITED TIME NO PERMIT,30,20 STEWART ST
PARK PROHIBITED TIME NO PERMIT,30,839 GLADSTONE AVE
PARK PROHIBITED TIME NO PERMIT,30,220 EVELYN AVE
PARK PROHIBITED TIME NO PERMIT,30,112 DYNEVOR RD
