***38711,20120429,205,STOP/STAND/PARK VEND NO PERMIT,105,1702,,1132 LESLIE ST,,,ON
***38712,20120901,205,STOP/STAND/PARK VEND NO PERMIT,105,1520,AT,1132 LESLIE ST,,,ON
***38713,20120901,205,STOP/STAND/PARK VEND NO PERMIT,105,1523,AT,1132 LESLIE ST,,,ON
***38714,20120901,205,STOP/STAND/PARK VEND NO PERMIT,105,1540,AT,1132 LESLIE ST,,,ON
***38715,20120901,205,STOP/STAND/PARK VEND NO PERMIT,105,1605,AT,1132 LESLIE ST,,,ON
