***68896,20200212,28,PARK-N.YORK 2AM-6AM DEC1-MAR31,40,201,NR,120 VIA BAGNATO,,,ON
***48550,20200212,28,PARK-N.YORK 2AM-6AM DEC1-MAR31,0,203,NR,221 SHAWNEE CIRCLE,,,ON
***68897,20200212,28,PARK-N.YORK 2AM-6AM DEC1-MAR31,40,203,OPP,35 CELT AVE,,,ON
***74404,20200212,28,PARK-N.YORK 2AM-6AM DEC1-MAR31,40,205,N/S,VICTORY DR,W/O,KEELE ST,ON
***74405,20200212,28,PARK-N.YORK 2AM-6AM DEC1-MAR31,40,205,N/S,VICTORY DR,W/O,KEELE ST,ON
***74591,20200212,28,PARK-N.YORK 2AM-6AM DEC1-MAR31,40,205,OPP,68 GLEN ECHO RD,,,ON
***74592,20200212,28,PARK-N.YORK 2AM-6AM DEC1-MAR31,40,205,OPP,68 GLEN ECHO RD,,,ON
***80044,20200212,28,PARK-N.YORK 2AM-6AM DEC1-MAR31,40,205,W/S,BALES AVE,N/O,AVONDALE AVE,ON
***68898,20200212,28,PARK-N.YORK 2AM-6AM DEC1-MAR31,40,206,NR,160 FLEMINGTON RD,,,MB
***74593,20200212,28,PARK-N.YORK 2AM-6AM DEC1-MAR31,40,206,OPP,76 GLEN ECHO RD,,,ON
***80045,20200212,28,PARK-N.YORK 2AM-6AM DEC1-MAR31,40,206,NR,31 AVONDALE AVE,,,ON
***74594,20200212,28,PARK-N.YORK 2AM-6AM DEC1-MAR31,40,207,OPP,60 GLEN ECHO RD,,,ON
***74595,20200212,28,PARK-N.YORK 2AM-6AM DEC1-MAR31,40,208,OPP,52 GLEN ECHO RD,,,ON
***68899,20200212,28,PARK-N.YORK 2AM-6AM DEC1-MAR31,40,209,NR,21 REGINA AVE,,,ON
***74406,20200212,28,PARK-N.YORK 2AM-6AM DEC1-MAR31,40,209,OPP,2 DENBIGH CRES,,,ON
***85312,20200212,28,PARK-N.YORK 2AM-6AM DEC1-MAR31,40,209,NR,120 HARRISON GARDEN BLVD,,,ON
***47688,20200212,28,PARK-N.YORK 2AM-6AM DEC1-MAR31,40,210,NR,68 FOREST MANOR RD,,,ON
***74596,20200212,28,PARK-N.YORK 2AM-6AM DEC1-MAR31,40,210,OPP,52 GLEN ECHO RD,,,ON
***74597,20200212,28,PARK-N.YORK 2AM-6AM DEC1-MAR31,40,210,OPP,52 GLEN ECHO RD,,,ON
***74407,20200212,28,PARK-N.YORK 2AM-6AM DEC1-MAR31,40,211,OPP,12 COLLEEN CRT,,,ON
***74598,20200212,28,PARK-N.YORK 2AM-6AM DEC1-MAR31,40,211,OPP,48 GLEN ECHO RD,,,ON
***68900,20200212,28,PARK-N.YORK 2AM-6AM DEC1-MAR31,40,212,NR,90 BAYCREST AVE,,,ON
***74599,20200212,28,PARK-N.YORK 2AM-6AM DEC1-MAR31,40,212,OPP,46 GLEN ECHO RD,,,ON
***74408,20200212,28,PARK-N.YORK 2AM-6AM DEC1-MAR31,40,213,NR,16 SKIPTON CRT,,,ON
***48552,20200212,28,PARK-N.YORK 2AM-6AM DEC1-MAR31,40,214,NR,6 NOOTKA CRES,,,ON
***74409,20200212,28,PARK-N.YORK 2AM-6AM DEC1-MAR31,40,214,NR,16 SKIPTON CRT,,,ON
***85313,20200212,28,PARK-N.YORK 2AM-6AM DEC1-MAR31,40,214,N/S,ANNDALE DR,E/O,BALES AVE,ON
***74410,20200212,28,PARK-N.YORK 2AM-6AM DEC1-MAR31,40,215,NR,14 SKIPTON CRT,,,ON
***68901,20200212,28,PARK-N.YORK 2AM-6AM DEC1-MAR31,40,216,NR,61 NEPTUNE DR,,,ON
***74411,20200212,28,PARK-N.YORK 2AM-6AM DEC1-MAR31,40,216,NR,12 SKIPTON CRT,,,ON
***85314,20200212,28,PARK-N.YORK 2AM-6AM DEC1-MAR31,40,216,N/S,ANNDALE DR,E/O,BALES AVE,ON
***74412,20200212,28,PARK-N.YORK 2AM-6AM DEC1-MAR31,40,217,NR,6 SKIPTON CRT,,,ON
