infraction_description,set_fine_amount,location2
PARK ON PRIVATE PROPERTY,30,171 FRONT ST E
PARK ON PRIVATE PROPERTY,30,4205 KEELE ST
PARK ON PRIVATE PROPERTY,30,70 THE POND RD
PARK ON PRIVATE PROPERTY,30,1 KINGS COLLEGE CIR
PARK ON PRIVATE PROPERTY,30,4205 KEELE ST
PARK ON PRIVATE PROPERTY,30,50 MUSGRAVE ST
PARK ON PRIVATE PROPERTY,30,110 MARINE PARADE DR
PARK ON PRIVATE PROPERTY,30,171 FRONT ST E
PARK ON PRIVATE PROPERTY,30,2075 BAYVIEW AVE
PARK ON PRIVATE PROPERTY,30,110 MARINE PARADE DR
PARK ON PRIVATE PROPERTY,30,171 FRONT ST E
PARK ON PRIVATE PROPERTY,30,2075 BAYVIEW AVE
PARK ON PRIVATE PROPERTY,30,300 CAMPBELL AVE
PARK ON PRIVATE PROPERTY,30,2075 BAYVIEW AVE
PARK ON PRIVATE PROPERTY,30,110 MARINE PARADE DR
PARK ON PRIVATE PROPERTY,30,478 KING ST W
PARK ON PRIVATE PROPERTY,30,110 MARINE PARADE DR
PARK ON PRIVATE PROPERTY,30,2075 BAYVIEW AVE
PARK ON PRIVATE PROPERTY,30,110 MARINE PARADE DR
PARK ON PRIVATE PROPERTY,30,15 BRANT ST
PARK ON PRIVATE PROPERTY,30,27 KINGS COLLEGE CIR
PARK ON PRIVATE PROPERTY,30,110 MARINE PARADE DR
PARK ON PRIVATE PROPERTY,30,114 CHURCH ST
PARK ON PRIVATE PROPERTY,30,114 CHURCH ST
PARK ON PRIVATE PROPERTY,30,15 BRANT ST
PARK ON PRIVATE PROPERTY,30,15 BRANT ST
PARK ON PRIVATE PROPERTY,30,3120 LAKESHORE BOULEVARD WEST
PARK ON PRIVATE PROPERTY,30,15 BRANT ST
PARK ON PRIVATE PROPERTY,30,67 SHUTER ST
PARK ON PRIVATE PROPERTY,30,71 PRINCE ARTHUR AVE
PARK ON PRIVATE PROPERTY,30,10 YONGE ST
PARK ON PRIVATE PROPERTY,30,991 PAPE AVE
PARK ON PRIVATE PROPERTY,30,193 FERRIS RD
PARK ON PRIVATE PROPERTY,30,10 YONGE ST
PARK ON PRIVATE PROPERTY,30,991 PAPE AVE
PARK ON PRIVATE PROPERTY,30,80 DANFORTH AVE
PARK ON PRIVATE PROPERTY,30,10 YONGE ST
PARK ON PRIVATE PROPERTY,30,80 DANFORTH AVE
PARK ON PRIVATE PROPERTY,30,10 YONGE ST
PARK ON PRIVATE PROPERTY,30,80 DANFORTH AVE
PARK ON PRIVATE PROPERTY,30,200 SHERWAY DR
PARK ON PRIVATE PROPERTY,30,56 WELLESLEY ST W
PARK ON PRIVATE PROPERTY,30,259 YORKLAND RD
PARK ON PRIVATE PROPERTY,30,365 MURRAY ROSS PKWY
PARK ON PRIVATE PROPERTY,30,365 MURRAY ROSS PKWY
PARK ON PRIVATE PROPERTY,30,56 WELLESLEY ST W
PARK ON PRIVATE PROPERTY,30,365 MURRAY ROSS PKWY
PARK ON PRIVATE PROPERTY,30,365 MURRAY ROSS PKWY
PARK ON PRIVATE PROPERTY,30,300 BOROUGH DR
PARK ON PRIVATE PROPERTY,30,38 CAMERON ST
PARK ON PRIVATE PROPERTY,30,3400 WESTON RD
PARK ON PRIVATE PROPERTY,30,25 COLONEL SAMUEL SMITH PARK DR
PARK ON PRIVATE PROPERTY,30,56 WELLESLEY ST W
PARK ON PRIVATE PROPERTY,30,38 CAMERON ST
PARK ON PRIVATE PROPERTY,30,100 CONSILIUM PL
PARK ON PRIVATE PROPERTY,30,750 OAKDALE RD
PARK ON PRIVATE PROPERTY,30,177 PENDRITH ST
PARK ON PRIVATE PROPERTY,30,160 CHALKFARM DR
PARK ON PRIVATE PROPERTY,30,2 TRIBURNHAM PLACE
PARK ON PRIVATE PROPERTY,30,25 DOCSIDE DR
PARK ON PRIVATE PROPERTY,30,100 CONSILIUM PL
PARK ON PRIVATE PROPERTY,30,100 CONSILIUM PL
PARK ON PRIVATE PROPERTY,30,56 WELLESLEY ST W
PARK ON PRIVATE PROPERTY,30,750 OAKDALE RD
PARK ON PRIVATE PROPERTY,30,177 PENDRITH ST
PARK ON PRIVATE PROPERTY,30,100 CONSILIUM PL
PARK ON PRIVATE PROPERTY,30,100 CONSILIUM PL
PARK ON PRIVATE PROPERTY,30,177 PENDRITH ST
PARK ON PRIVATE PROPERTY,30,1300 YORK MILLS RD
PARK ON PRIVATE PROPERTY,30,353 QUEEN ST W
PARK ON PRIVATE PROPERTY,30,177 PENDRITH ST
PARK ON PRIVATE PROPERTY,30,5236 DUNDAS ST W
PARK ON PRIVATE PROPERTY,30,177 PENDRITH ST
PARK ON PRIVATE PROPERTY,30,100 CONSILIUM PL
PARK ON PRIVATE PROPERTY,30,177 PENDRITH ST
PARK ON PRIVATE PROPERTY,30,480 DANFORTH AVE
PARK ON PRIVATE PROPERTY,30,177 PENDRITH ST
PARK ON PRIVATE PROPERTY,30,30 CARABOB CRT
PARK ON PRIVATE PROPERTY,30,480 DANFORTH AVE
PARK ON PRIVATE PROPERTY,30,19 COLONEL SAMEUL SMITH PARK DR
PARK ON PRIVATE PROPERTY,30,30 CARABOB CRT
PARK ON PRIVATE PROPERTY,30,30 CARABOB CRT
PARK ON PRIVATE PROPERTY,30,200 SHERWAY DR
PARK ON PRIVATE PROPERTY,30,38 GRAND MAGAZINE ST
PARK ON PRIVATE PROPERTY,30,38 GRAND MAGAZINE ST
PARK ON PRIVATE PROPERTY,30,38 GRAND MAGAZINE ST
PARK ON PRIVATE PROPERTY,30,125 BAMBURGH CIR
PARK ON PRIVATE PROPERTY,30,155 CONSUMERS RD
PARK ON PRIVATE PROPERTY,30,2171 AVENUE RD
PARK ON PRIVATE PROPERTY,30,155 CONSUMERS RD
PARK ON PRIVATE PROPERTY,30,155 CONSUMERS RD
PARK ON PRIVATE PROPERTY,30,155 CONSUMERS RD
PARK ON PRIVATE PROPERTY,30,155 CONSUMERS RD
PARK ON PRIVATE PROPERTY,30,1280 FINCH AVE W
PARK ON PRIVATE PROPERTY,30,1280 FINCH AVE W
PARK ON PRIVATE PROPERTY,30,1280 FINCH AVE W
PARK ON PRIVATE PROPERTY,30,1280 FINCH AVE W
PARK ON PRIVATE PROPERTY,30,67 PORTLAND ST
PARK ON PRIVATE PROPERTY,30,1280 FINCH AVE W
PARK ON PRIVATE PROPERTY,30,1755 BRIMLEY RD
PARK ON PRIVATE PROPERTY,30,300 FRONT ST W
PARK ON PRIVATE PROPERTY,30,51 DOCKSIDE DR
PARK ON PRIVATE PROPERTY,30,517 WELLINGTON ST W
PARK ON PRIVATE PROPERTY,30,3555 DON MILLS RD
PARK ON PRIVATE PROPERTY,30,2075 BAYVIEW AV
PARK ON PRIVATE PROPERTY,30,1701 BLOOR ST W
PARK ON PRIVATE PROPERTY,30,66 SULLIVAN ST
PARK ON PRIVATE PROPERTY,30,66 SULLIVAN ST
PARK ON PRIVATE PROPERTY,30,66 SULLIVAN ST
PARK ON PRIVATE PROPERTY,30,1159 DUNDAS ST E
PARK ON PRIVATE PROPERTY,30,1159 DUNDAS ST E
PARK ON PRIVATE PROPERTY,30,188 SPADINA AVE
PARK ON PRIVATE PROPERTY,30,15 DEVONSHIRE PL
PARK ON PRIVATE PROPERTY,30,188 SPADINA AVE
PARK ON PRIVATE PROPERTY,30,1309 KING ST W
PARK ON PRIVATE PROPERTY,30,940 COLLEGE ST
PARK ON PRIVATE PROPERTY,30,27 REAN DR
PARK ON PRIVATE PROPERTY,30,840 COXWELL AVE
PARK ON PRIVATE PROPERTY,30,155 CONSUMERS RD
PARK ON PRIVATE PROPERTY,30,155 CONSUMERS RD
PARK ON PRIVATE PROPERTY,30,840 COXWELL AVE
PARK ON PRIVATE PROPERTY,30,155 CONSUMERS RD
PARK ON PRIVATE PROPERTY,30,840 COXWELL AVE
PARK ON PRIVATE PROPERTY,30,155 CONSUMERS RD
PARK ON PRIVATE PROPERTY,30,155 CONSUMERS RD
PARK ON PRIVATE PROPERTY,30,188 SPADINA AVE
PARK ON PRIVATE PROPERTY,30,78 QUEEN'S PK CRES W
PARK ON PRIVATE PROPERTY,30,155 CONSUMERS RD
PARK ON PRIVATE PROPERTY,30,859 KENNEDY RD
PARK ON PRIVATE PROPERTY,30,155 CONSUMERS RD
PARK ON PRIVATE PROPERTY,30,76 GRENVILLE ST
PARK ON PRIVATE PROPERTY,30,825 COXWELL AVE
PARK ON PRIVATE PROPERTY,30,155 CONSUMERS RD
PARK ON PRIVATE PROPERTY,30,825 COXWELL AVE
PARK ON PRIVATE PROPERTY,30,155 CONSUMERS RD
PARK ON PRIVATE PROPERTY,30,155 CONSUMERS RD
PARK ON PRIVATE PROPERTY,30,825 COXWELL AVE
PARK ON PRIVATE PROPERTY,30,8 SEASONS DR
PARK ON PRIVATE PROPERTY,30,155 CONSUMERS RD
PARK ON PRIVATE PROPERTY,30,155 CONSUMERS RD
PARK ON PRIVATE PROPERTY,30,155 CONSUMERS RD
PARK ON PRIVATE PROPERTY,30,110 GERRARD ST E
PARK ON PRIVATE PROPERTY,30,155 CONSUMERS RD
PARK ON PRIVATE PROPERTY,30,626 KING ST W
PARK ON PRIVATE PROPERTY,30,825 COXWELL AVE
PARK ON PRIVATE PROPERTY,30,520 KINGSTON RD
PARK ON PRIVATE PROPERTY,30,155 CONSUMERS RD
PARK ON PRIVATE PROPERTY,30,155 CONSUMERS RD
PARK ON PRIVATE PROPERTY,30,2075 BAYVIEW AVE
PARK ON PRIVATE PROPERTY,30,155 CONSUMERS RD
PARK ON PRIVATE PROPERTY,30,1270 FINCH AVE W
PARK ON PRIVATE PROPERTY,30,155 CONSUMERS RD
PARK ON PRIVATE PROPERTY,30,155 CONSUMERS RD
PARK ON PRIVATE PROPERTY,30,155 CONSUMERS RD
PARK ON PRIVATE PROPERTY,30,31 KINGS COLLEGE CIR
PARK ON PRIVATE PROPERTY,30,1270 FINCH AVE W
PARK ON PRIVATE PROPERTY,30,520 KINGSTON RD
PARK ON PRIVATE PROPERTY,30,701 DON MILLS RD
PARK ON PRIVATE PROPERTY,30,9 BOGERT AVE
PARK ON PRIVATE PROPERTY,30,174 JOHN GARLAND BLVD
PARK ON PRIVATE PROPERTY,30,71 PRINCE ARTHUR AVE
PARK ON PRIVATE PROPERTY,30,701 DON MILLS RD
PARK ON PRIVATE PROPERTY,30,5505 YONGE ST
PARK ON PRIVATE PROPERTY,30,2075 BAYVIEW AVE
PARK ON PRIVATE PROPERTY,30,5505 YONGE ST
PARK ON PRIVATE PROPERTY,30,520 KINGSTON RD
PARK ON PRIVATE PROPERTY,30,701 DON MILLS RD
PARK ON PRIVATE PROPERTY,30,5505 YONGE ST
PARK ON PRIVATE PROPERTY,30,2075 BAYVIEW AVE
PARK ON PRIVATE PROPERTY,30,701 DON MILLS RD
PARK ON PRIVATE PROPERTY,30,520 KINGSTON RD
PARK ON PRIVATE PROPERTY,30,775 KING ST W
PARK ON PRIVATE PROPERTY,30,4190 FINCH AVE E
PARK ON PRIVATE PROPERTY,30,71 PRINCE ARTHUR AVE
PARK ON PRIVATE PROPERTY,30,9 BERGAMOT AVE
PARK ON PRIVATE PROPERTY,30,20 JOE SHUSTER WAY
PARK ON PRIVATE PROPERTY,30,2 BEDFORD RD
PARK ON PRIVATE PROPERTY,30,2 BEDFORD RD
PARK ON PRIVATE PROPERTY,30,2 BEDFORD RD
PARK ON PRIVATE PROPERTY,30,27 BERGAMOT AVE
PARK ON PRIVATE PROPERTY,30,27 BERGAMOT AVE
PARK ON PRIVATE PROPERTY,30,520 KINGSTON RD
PARK ON PRIVATE PROPERTY,30,27 BERGAMOT AVE
PARK ON PRIVATE PROPERTY,30,1755 BRIMLEY RD
PARK ON PRIVATE PROPERTY,30,259 LAKE SHORE BLVD E
PARK ON PRIVATE PROPERTY,30,259 LAKE SHORE BLVD E
PARK ON PRIVATE PROPERTY,30,35 CONFEDERATION DR
PARK ON PRIVATE PROPERTY,30,259 LAKESHORE BLVD E
PARK ON PRIVATE PROPERTY,30,265 DIXON RD
PARK ON PRIVATE PROPERTY,30,2 BEDFORD RD
PARK ON PRIVATE PROPERTY,30,35 CONFEDERATION DR
PARK ON PRIVATE PROPERTY,30,35 CONFEDERATION DR
PARK ON PRIVATE PROPERTY,30,259 LAKE SHORE BLVD E
PARK ON PRIVATE PROPERTY,30,35 CONFEDERATION DR
PARK ON PRIVATE PROPERTY,30,259 LAKE SHORE BLVD E
PARK ON PRIVATE PROPERTY,30,111 HICKORY TREE RD
PARK ON PRIVATE PROPERTY,30,259 LAKE SHORE BLVD E
PARK ON PRIVATE PROPERTY,30,311 DIXON RD
PARK ON PRIVATE PROPERTY,30,259 LAKESHORE BLVD E
PARK ON PRIVATE PROPERTY,30,259 LAKESHORE BLVD E
PARK ON PRIVATE PROPERTY,30,259 LAKESHORE BLVD E
PARK ON PRIVATE PROPERTY,30,75 DOWLING AVE
PARK ON PRIVATE PROPERTY,30,259 LAKESHORE BLVD E
PARK ON PRIVATE PROPERTY,30,15 ORTON PARK RD
PARK ON PRIVATE PROPERTY,30,75 DOWLING AVE
PARK ON PRIVATE PROPERTY,30,1465 LAWRENCE AVE W
PARK ON PRIVATE PROPERTY,30,45 LA ROSE AVE
PARK ON PRIVATE PROPERTY,30,544 BIRCHMOUNT ROAD
PARK ON PRIVATE PROPERTY,30,4175 LAWRENCE AV E
PARK ON PRIVATE PROPERTY,30,45 LA ROSE AVE
PARK ON PRIVATE PROPERTY,30,544 BIRCHMOUNT RD
PARK ON PRIVATE PROPERTY,30,544 BIRCHMOUNT RD
PARK ON PRIVATE PROPERTY,30,45 LA ROSE AVE
PARK ON PRIVATE PROPERTY,30,544 BIRCHMOUNT RD
PARK ON PRIVATE PROPERTY,30,45 LA ROSE AVE
PARK ON PRIVATE PROPERTY,30,67 MOWAT AVE
PARK ON PRIVATE PROPERTY,30,107 QUEENS WHARF RD
PARK ON PRIVATE PROPERTY,30,67 MOWAT AVE
PARK ON PRIVATE PROPERTY,30,67 SHUTER ST
PARK ON PRIVATE PROPERTY,30,777 VICTORIA PARK AVE
PARK ON PRIVATE PROPERTY,30,544 BIRCHMOUNT RD
PARK ON PRIVATE PROPERTY,30,67 SHUTER ST
PARK ON PRIVATE PROPERTY,30,560 BIRCHMOUNT RD
PARK ON PRIVATE PROPERTY,30,560 BIRCHMOUNT RD
PARK ON PRIVATE PROPERTY,30,67 SHUTER ST
PARK ON PRIVATE PROPERTY,30,65 ELLERSLIE AVE
PARK ON PRIVATE PROPERTY,30,67 SHUTER ST
PARK ON PRIVATE PROPERTY,30,552 BIRCHMOUNT RD
PARK ON PRIVATE PROPERTY,30,67 SHUTER ST
PARK ON PRIVATE PROPERTY,30,7 CRESCENT PL
PARK ON PRIVATE PROPERTY,30,2 MATILDA ST
PARK ON PRIVATE PROPERTY,30,7 CRESCENT PL
PARK ON PRIVATE PROPERTY,30,7 CRESCENT PL
PARK ON PRIVATE PROPERTY,30,7 CRESCENT PL
PARK ON PRIVATE PROPERTY,30,7 CRESCENT PL
PARK ON PRIVATE PROPERTY,30,7 CRESCENT PL
PARK ON PRIVATE PROPERTY,30,7 CRESCENT PL
PARK ON PRIVATE PROPERTY,30,101 PETER ST
PARK ON PRIVATE PROPERTY,30,7 CRESCENT PL
PARK ON PRIVATE PROPERTY,30,7 CRESCENT PL
PARK ON PRIVATE PROPERTY,30,1995 WESTON RD
PARK ON PRIVATE PROPERTY,30,7 CRESCENT PL
PARK ON PRIVATE PROPERTY,30,31 KINGS COLLEGE CIR
PARK ON PRIVATE PROPERTY,30,4001  LESLIE ST
PARK ON PRIVATE PROPERTY,30,7 CRESCENT PL
PARK ON PRIVATE PROPERTY,30,3357 ELLESMERE RD
PARK ON PRIVATE PROPERTY,30,9 CRESCENT PL
PARK ON PRIVATE PROPERTY,30,3357 ELLESMERE RD
PARK ON PRIVATE PROPERTY,30,3357 ELLESMERE RD
PARK ON PRIVATE PROPERTY,30,110 GERRARD ST E
PARK ON PRIVATE PROPERTY,30,9 CRESCENT PLACE
PARK ON PRIVATE PROPERTY,30,3357 ELLESMERE RD
PARK ON PRIVATE PROPERTY,30,7 KINGS COLLEGE CIR
PARK ON PRIVATE PROPERTY,30,3357 ELLESMERE RD
PARK ON PRIVATE PROPERTY,30,3357 ELLESMERE RD
PARK ON PRIVATE PROPERTY,30,11 CRESCENT PL
PARK ON PRIVATE PROPERTY,30,3357 ELLESMERE RD
PARK ON PRIVATE PROPERTY,30,11 CRESCENT PL
PARK ON PRIVATE PROPERTY,30,3357 ELLESMERE RD
PARK ON PRIVATE PROPERTY,30,3357 ELLESMERE RD
PARK ON PRIVATE PROPERTY,30,11 CRESCENT PL
PARK ON PRIVATE PROPERTY,30,3357 ELLESMERE RD
PARK ON PRIVATE PROPERTY,30,3357 ELLESMERE RD
PARK ON PRIVATE PROPERTY,30,3357 ELLESMERE RD
PARK ON PRIVATE PROPERTY,30,11 CRESCENT PL
PARK ON PRIVATE PROPERTY,30,11 CRESCENT PL
PARK ON PRIVATE PROPERTY,30,11 CRESCENT PL
PARK ON PRIVATE PROPERTY,30,11 CRESCENT PL
PARK ON PRIVATE PROPERTY,30,7 QUEENS QUAY EAST
PARK ON PRIVATE PROPERTY,30,7 QUEENS QUAY EAST
PARK ON PRIVATE PROPERTY,30,4205 LAWRENCE AVE E
PARK ON PRIVATE PROPERTY,30,4205 LAWRENCE AV E
PARK ON PRIVATE PROPERTY,30,4205 LAWRENCE AV E
PARK ON PRIVATE PROPERTY,30,4205 LAWRENCE AV E
PARK ON PRIVATE PROPERTY,30,4205 LAWRENCE AV E
PARK ON PRIVATE PROPERTY,30,7 KINGS COLLEGE CIR
PARK ON PRIVATE PROPERTY,30,7 QUEENS QUAY EAST
PARK ON PRIVATE PROPERTY,30,30 FALSTAFF AVE
PARK ON PRIVATE PROPERTY,30,15 ORTON PARK RD
PARK ON PRIVATE PROPERTY,30,27 REAN DR
PARK ON PRIVATE PROPERTY,30,16 HARBOUR ST
PARK ON PRIVATE PROPERTY,30,4175 LAWRENCE AV E
PARK ON PRIVATE PROPERTY,30,16 YONGE ST
PARK ON PRIVATE PROPERTY,30,4175 LAWRENCE AV E
PARK ON PRIVATE PROPERTY,30,27 REAN DR
PARK ON PRIVATE PROPERTY,30,50 THORNCLIFFE PARK DR
PARK ON PRIVATE PROPERTY,30,16 YONGE ST
PARK ON PRIVATE PROPERTY,30,27 REAN DR
PARK ON PRIVATE PROPERTY,30,27 REAN DR
PARK ON PRIVATE PROPERTY,30,7 QUEENS QUAY EAST
PARK ON PRIVATE PROPERTY,30,27 REAN DR
PARK ON PRIVATE PROPERTY,30,31 ST DENNIS DR
PARK ON PRIVATE PROPERTY,30,71 PRINCE ARTHUR AVE
PARK ON PRIVATE PROPERTY,30,27 REAN DR
PARK ON PRIVATE PROPERTY,30,71 PRINCE ARTHUR AVE
PARK ON PRIVATE PROPERTY,30,10 HARGRAVE LN
PARK ON PRIVATE PROPERTY,30,717 BAY ST
PARK ON PRIVATE PROPERTY,30,10 HARGRAVE LN
PARK ON PRIVATE PROPERTY,30,15 DEVONSHIRE PL
PARK ON PRIVATE PROPERTY,30,15 DEVONSHIRE PL
PARK ON PRIVATE PROPERTY,30,1 KINGS COLLEGE CIR
PARK ON PRIVATE PROPERTY,30,2075 BAYVIEW AVE
PARK ON PRIVATE PROPERTY,30,15 DEVONSHIRE PL
PARK ON PRIVATE PROPERTY,30,63 WIDDICOMBE HILL BLVD
PARK ON PRIVATE PROPERTY,30,1 KINGS COLLEGE CIR
PARK ON PRIVATE PROPERTY,30,15 DEVONSHIRE PL
PARK ON PRIVATE PROPERTY,30,2075 BAYVIEW AVE
PARK ON PRIVATE PROPERTY,30,250 WELLINGTON ST W
PARK ON PRIVATE PROPERTY,30,40 LOL SCOLLARD ST
PARK ON PRIVATE PROPERTY,30,55 DE BOERS DR
PARK ON PRIVATE PROPERTY,30,31 KINGS COLLEGE CIR
PARK ON PRIVATE PROPERTY,30,2 BEDFORD RD
PARK ON PRIVATE PROPERTY,30,4968 YONGE ST
PARK ON PRIVATE PROPERTY,30,2020 MCNICOLLE AV
PARK ON PRIVATE PROPERTY,30,10 PARK LAWN RD
PARK ON PRIVATE PROPERTY,30,25 COLE ST
PARK ON PRIVATE PROPERTY,30,285 CUMMER AVE
PARK ON PRIVATE PROPERTY,30,567 SHEPPARD AVE E
PARK ON PRIVATE PROPERTY,30,162 CUMBERLAND ST
PARK ON PRIVATE PROPERTY,30,162 CUMBERLAND ST
PARK ON PRIVATE PROPERTY,30,162 CUMBERLAND ST
PARK ON PRIVATE PROPERTY,30,162 CUMBERLAND ST
PARK ON PRIVATE PROPERTY,30,30 NELSON ST
PARK ON PRIVATE PROPERTY,30,2885 BAYVIEW AVE
PARK ON PRIVATE PROPERTY,30,90 BROADVIEW AVE
PARK ON PRIVATE PROPERTY,30,678 SHEPPARD AVE E
PARK ON PRIVATE PROPERTY,30,2192 GERRARD ST E
PARK ON PRIVATE PROPERTY,30,25 MARCOS BLVD
PARK ON PRIVATE PROPERTY,30,2 TOWER RD
PARK ON PRIVATE PROPERTY,30,2 TOWER RD
PARK ON PRIVATE PROPERTY,30,15 JAMES FINLAY WAY
PARK ON PRIVATE PROPERTY,30,1196 WILSON AVE
PARK ON PRIVATE PROPERTY,30,1196 WILSON AVE
PARK ON PRIVATE PROPERTY,30,1196 WILSON AVE
PARK ON PRIVATE PROPERTY,30,1196 WILSON AVE
PARK ON PRIVATE PROPERTY,30,17 ANNDALE DR
PARK ON PRIVATE PROPERTY,30,17 ANNDALE DR
PARK ON PRIVATE PROPERTY,30,17 ANNDALE DR
PARK ON PRIVATE PROPERTY,30,17 ANNDALE DR
PARK ON PRIVATE PROPERTY,30,21 GULLIVER RD
PARK ON PRIVATE PROPERTY,30,105 GORDON BAKER RD
PARK ON PRIVATE PROPERTY,30,400 MCCOWAN RD
PARK ON PRIVATE PROPERTY,30,4 ANTRIM CRES
PARK ON PRIVATE PROPERTY,30,14 NEILSON DR
PARK ON PRIVATE PROPERTY,30,35 BASTION ST
PARK ON PRIVATE PROPERTY,30,35 BASTION ST
PARK ON PRIVATE PROPERTY,30,25 MABELLE AVE
PARK ON PRIVATE PROPERTY,30,55 BRIMWOOD BLVD
PARK ON PRIVATE PROPERTY,30,25 MABELLE AVE
PARK ON PRIVATE PROPERTY,30,25 MABELLE AVE
PARK ON PRIVATE PROPERTY,30,25 MABELLE AVE
PARK ON PRIVATE PROPERTY,30,25 MABELLE AVE
PARK ON PRIVATE PROPERTY,30,25 MABELLE AVE
PARK ON PRIVATE PROPERTY,30,25 MABELLE AVE
PARK ON PRIVATE PROPERTY,30,25 MABELLE AVE
PARK ON PRIVATE PROPERTY,30,25 MABELLE AVE
PARK ON PRIVATE PROPERTY,30,32 CAMDEN ST
PARK ON PRIVATE PROPERTY,30,120 HARRISON GARDEN BLVD
PARK ON PRIVATE PROPERTY,30,1770 ALBION RD
PARK ON PRIVATE PROPERTY,30,1770 ALBION RD
PARK ON PRIVATE PROPERTY,30,1770 ALBION RD
PARK ON PRIVATE PROPERTY,30,1770 ALBION RD
PARK ON PRIVATE PROPERTY,30,75 GOSFORD BLVD
PARK ON PRIVATE PROPERTY,30,30 TEESDALE PLACE
PARK ON PRIVATE PROPERTY,30,2885 BAYVIEW AVE
PARK ON PRIVATE PROPERTY,30,55 BRIMWOOD BLVD
PARK ON PRIVATE PROPERTY,30,27 REAN DRIVE
PARK ON PRIVATE PROPERTY,30,38 AVOCA AVE
PARK ON PRIVATE PROPERTY,30,1000 FINCH AVE W
PARK ON PRIVATE PROPERTY,30,637 VAUGHAN RD
PARK ON PRIVATE PROPERTY,30,2466 EGLINTON AVE E
PARK ON PRIVATE PROPERTY,30,101 WICKSTEED AVE
PARK ON PRIVATE PROPERTY,30,3031 FINCH AVE W
PARK ON PRIVATE PROPERTY,30,3033 FINCH AVE W
PARK ON PRIVATE PROPERTY,30,3671 DUNDAS ST W
PARK ON PRIVATE PROPERTY,30,3041 FINCH AVE W
PARK ON PRIVATE PROPERTY,30,2739 VICTORIA PARK AVE
PARK ON PRIVATE PROPERTY,30,34 RIVERWOOD PKWY
PARK ON PRIVATE PROPERTY,30,3049 FINCH AVE W
PARK ON PRIVATE PROPERTY,30,3671 DUNDAS ST W
PARK ON PRIVATE PROPERTY,30,3671 DUNDAS ST W
PARK ON PRIVATE PROPERTY,30,720 TRETHEWEY DR
PARK ON PRIVATE PROPERTY,30,720 TRETHEWEY DR
PARK ON PRIVATE PROPERTY,30,720 TRETHEWEY DR
PARK ON PRIVATE PROPERTY,30,720 TRETHEWEY DR
PARK ON PRIVATE PROPERTY,30,295 ADELAIDE ST W
PARK ON PRIVATE PROPERTY,30,720 TRETHEWEY DR
PARK ON PRIVATE PROPERTY,30,295 ADELAIDE ST W
PARK ON PRIVATE PROPERTY,30,720 TRETHEWEY DR
PARK ON PRIVATE PROPERTY,30,50 CORDOVA AVE
PARK ON PRIVATE PROPERTY,30,50 CORDOVA AVE
PARK ON PRIVATE PROPERTY,30,440 SHUTER ST
PARK ON PRIVATE PROPERTY,30,720 TRETHEWEY DR
PARK ON PRIVATE PROPERTY,30,24 MABELLE AVE
PARK ON PRIVATE PROPERTY,30,714 THE WEST MALL
PARK ON PRIVATE PROPERTY,30,720 TRETHEWEY DR
PARK ON PRIVATE PROPERTY,30,714 THE WEST MALL
PARK ON PRIVATE PROPERTY,30,220 WOOLNER AVE
PARK ON PRIVATE PROPERTY,30,720 TRETHEWEY DR
PARK ON PRIVATE PROPERTY,30,220 WOOLNER AVE
PARK ON PRIVATE PROPERTY,30,714 THE WEST MALL
PARK ON PRIVATE PROPERTY,30,714 THE WEST MALL
PARK ON PRIVATE PROPERTY,30,825 CALEDONIA RD
PARK ON PRIVATE PROPERTY,30,106 HUMBER COLLEGE BLVD
PARK ON PRIVATE PROPERTY,30,220 WOOLNER AVE
PARK ON PRIVATE PROPERTY,30,714 THE WEST MALL
PARK ON PRIVATE PROPERTY,30,714 THE WEST MALL
PARK ON PRIVATE PROPERTY,30,825 CALEDONIA RD
PARK ON PRIVATE PROPERTY,30,720 TRETHEWEY DR
PARK ON PRIVATE PROPERTY,30,714 THE WEST MALL
PARK ON PRIVATE PROPERTY,30,825 CALEDONIA RD
PARK ON PRIVATE PROPERTY,30,7 PITTSBORO DR
PARK ON PRIVATE PROPERTY,30,1 ROWNTREE RD
PARK ON PRIVATE PROPERTY,30,
PARK ON PRIVATE PROPERTY,30,1 ROWNTREE RD
PARK ON PRIVATE PROPERTY,30,825 CALEDONIA RD
PARK ON PRIVATE PROPERTY,30,720 TRETHEWEY DR
PARK ON PRIVATE PROPERTY,30,825 CALEDONIA RD
PARK ON PRIVATE PROPERTY,30,720 TRETHEWEY DR
PARK ON PRIVATE PROPERTY,30,825 CALEDONIA RD
PARK ON PRIVATE PROPERTY,30,720 TRETHEWEY DR
PARK ON PRIVATE PROPERTY,30,825 CALEDONIA RD
PARK ON PRIVATE PROPERTY,30,720 TRETHEWEY DR
PARK ON PRIVATE PROPERTY,30,464 SILVERSTONE DR
PARK ON PRIVATE PROPERTY,30,25 DUNCANWOODS DR
PARK ON PRIVATE PROPERTY,30,825 CALEDONIA RD
PARK ON PRIVATE PROPERTY,30,720 TRETHEWEY DR
PARK ON PRIVATE PROPERTY,30,720 TRETHEWEY DR
PARK ON PRIVATE PROPERTY,30,25 DUNCANWOODS DR
PARK ON PRIVATE PROPERTY,30,2825 ISLINGTON AVE
PARK ON PRIVATE PROPERTY,30,25 DUNCANWOODS DR
PARK ON PRIVATE PROPERTY,30,2825 ISLINGTON AVE
PARK ON PRIVATE PROPERTY,30,2825 ISLINGTON AVE
