infraction_description,set_fine_amount,location2
PARK ON PRIVATE PROPERTY,30,1021 BIRCHMOUNT RD
PARK ON PRIVATE PROPERTY,30,4700 KEELE ST
PARK ON PRIVATE PROPERTY,30,2031 DANFORTH AVE
PARK ON PRIVATE PROPERTY,30,1021 BIRCHMOUNT RD
PARK ON PRIVATE PROPERTY,30,1021 BIRCHMOUNT RD
PARK ON PRIVATE PROPERTY,30,4001 LESLIE ST
PARK ON PRIVATE PROPERTY,30,4700 KEELE ST
PARK ON PRIVATE PROPERTY,30,2 MATILDA ST
PARK ON PRIVATE PROPERTY,30,30 MEADOWGLEN PL
PARK ON PRIVATE PROPERTY,30,4700 KEELE ST
PARK ON PRIVATE PROPERTY,30,2275 BAYVIEW AVE
PARK ON PRIVATE PROPERTY,30,33 DAVISVILLE AVE
PARK ON PRIVATE PROPERTY,30,7 CAMERON ST
PARK ON PRIVATE PROPERTY,30,1005 KING ST W
PARK ON PRIVATE PROPERTY,30,1005 KING ST W
PARK ON PRIVATE PROPERTY,30,4700 KEELE ST
PARK ON PRIVATE PROPERTY,30,4700 KEELE ST
PARK ON PRIVATE PROPERTY,30,2019 YONGE ST
PARK ON PRIVATE PROPERTY,30,56 FOREST MANOR RD
PARK ON PRIVATE PROPERTY,30,500 DUPLEX AVE
PARK ON PRIVATE PROPERTY,30,85 WELLESLEY ST E
PARK ON PRIVATE PROPERTY,30,85 WELLESLEY ST E
PARK ON PRIVATE PROPERTY,30,100 HARRISON GARDEN BLVD
PARK ON PRIVATE PROPERTY,30,200 CHURCH ST
PARK ON PRIVATE PROPERTY,30,4700 KEELE ST
PARK ON PRIVATE PROPERTY,30,100 HARRISON GARDEN BLVD
PARK ON PRIVATE PROPERTY,30,500 DUPLEX AVE
PARK ON PRIVATE PROPERTY,30,100 HARRISON GARDEN BLVD
PARK ON PRIVATE PROPERTY,30,100 HARRISON GARDEN BLVD
PARK ON PRIVATE PROPERTY,30,100 HARRISON GARDEN BLVD
PARK ON PRIVATE PROPERTY,30,3434 EGLINTON AVE E
PARK ON PRIVATE PROPERTY,30,11 RANDOLPH AVE
PARK ON PRIVATE PROPERTY,30,4700 KEELE ST
PARK ON PRIVATE PROPERTY,30,11 RANDOLPH AVE
PARK ON PRIVATE PROPERTY,30,331 SPADINA AVE
PARK ON PRIVATE PROPERTY,30,3434 EGLINTON AVE E
PARK ON PRIVATE PROPERTY,30,51 FLORENCE ST
PARK ON PRIVATE PROPERTY,30,11 RANDOLPH AVE
PARK ON PRIVATE PROPERTY,30,11 RANDOLPH AVE
PARK ON PRIVATE PROPERTY,30,100 MAITLAND ST
PARK ON PRIVATE PROPERTY,30,6 GLAMORGAN AVE
PARK ON PRIVATE PROPERTY,30,100 MAITLAND ST
PARK ON PRIVATE PROPERTY,30,11 RANDOLPH AVE
PARK ON PRIVATE PROPERTY,30,6 GLAMORGAN AVE
PARK ON PRIVATE PROPERTY,30,6 GLAMORGAN AVE
PARK ON PRIVATE PROPERTY,30,11 RANDOLPH AVE
PARK ON PRIVATE PROPERTY,30,6 GLAMORGAN AVE
PARK ON PRIVATE PROPERTY,30,6 GLAMORGAN AVE
PARK ON PRIVATE PROPERTY,30,300 BALLIOL ST
PARK ON PRIVATE PROPERTY,30,6 GLAMORGAN AVE
PARK ON PRIVATE PROPERTY,30,2200 JANE ST
PARK ON PRIVATE PROPERTY,30,25 ST MARY ST
PARK ON PRIVATE PROPERTY,30,25 ST MARY ST
PARK ON PRIVATE PROPERTY,30,4700 KEELE ST
PARK ON PRIVATE PROPERTY,30,4936 YONGE ST
PARK ON PRIVATE PROPERTY,30,4936 YONGE ST
PARK ON PRIVATE PROPERTY,30,4936 YONGE ST
PARK ON PRIVATE PROPERTY,30,4936 YONGE ST
PARK ON PRIVATE PROPERTY,30,25 ST MARY ST
PARK ON PRIVATE PROPERTY,30,4700 KEELE ST
PARK ON PRIVATE PROPERTY,30,20 ST DENNIS DR
PARK ON PRIVATE PROPERTY,30,25 DOCKSIDE DR
PARK ON PRIVATE PROPERTY,30,4700 KEELE ST
PARK ON PRIVATE PROPERTY,30,4700 KEELE ST
PARK ON PRIVATE PROPERTY,30,7 HART HOUSE CIR
PARK ON PRIVATE PROPERTY,30,7 HART HOUSE CIR
PARK ON PRIVATE PROPERTY,30,4700 KEELE ST
PARK ON PRIVATE PROPERTY,30,381 FRONT ST WEST
PARK ON PRIVATE PROPERTY,30,4700 KEELE ST
PARK ON PRIVATE PROPERTY,30,40 TYNDALL AVE
PARK ON PRIVATE PROPERTY,30,7 KINGS COLLEGE CIRCLE
PARK ON PRIVATE PROPERTY,30,10 DEAUVILLE LANE
PARK ON PRIVATE PROPERTY,30,4700 KEELE ST
PARK ON PRIVATE PROPERTY,30,58 GRENOBLE DR
PARK ON PRIVATE PROPERTY,30,12 ROCKFORD RD
PARK ON PRIVATE PROPERTY,30,4700 KEELE ST
PARK ON PRIVATE PROPERTY,30,4700 KEELE ST
PARK ON PRIVATE PROPERTY,30,8 VENDOME PL
PARK ON PRIVATE PROPERTY,30,4700 KEELE ST
PARK ON PRIVATE PROPERTY,30,12 ROCKFORD RD
PARK ON PRIVATE PROPERTY,30,70 DISTILLERY LANE
PARK ON PRIVATE PROPERTY,30,4700 KEELE ST
PARK ON PRIVATE PROPERTY,30,4700 KEELE ST
PARK ON PRIVATE PROPERTY,30,4205 LAWRENCE AVE E
PARK ON PRIVATE PROPERTY,30,4205 LAWRENCE AVE E
PARK ON PRIVATE PROPERTY,30,200 BALLIOL ST
PARK ON PRIVATE PROPERTY,30,4700 KEELE ST
PARK ON PRIVATE PROPERTY,30,4175 LAWRENCE AVE E
PARK ON PRIVATE PROPERTY,30,4175 LAWRENCE AVE E
PARK ON PRIVATE PROPERTY,30,221 BALLIOL ST
PARK ON PRIVATE PROPERTY,30,221 BALLIOL ST
PARK ON PRIVATE PROPERTY,30,4700 KEELE ST
PARK ON PRIVATE PROPERTY,30,70 DISTILLERY LANE
PARK ON PRIVATE PROPERTY,30,71 PRINCE ARTHUR AVE
PARK ON PRIVATE PROPERTY,30,221 BALLIOL ST
PARK ON PRIVATE PROPERTY,30,70 DISTILLERY LANE
PARK ON PRIVATE PROPERTY,30,7 CAMERON ST
PARK ON PRIVATE PROPERTY,30,70 DISTILLERY LANE
PARK ON PRIVATE PROPERTY,30,372 PACIFIC AVE
PARK ON PRIVATE PROPERTY,30,4001 LESLIE ST
PARK ON PRIVATE PROPERTY,30,70 DISTILLERY LANE
PARK ON PRIVATE PROPERTY,30,70 DISTILLERY LANE
PARK ON PRIVATE PROPERTY,30,4001 LESLIE ST
PARK ON PRIVATE PROPERTY,30,4001 LESLIE ST
PARK ON PRIVATE PROPERTY,30,4 VENDOME PL
PARK ON PRIVATE PROPERTY,30,65 LILLIAN ST
PARK ON PRIVATE PROPERTY,30,825 COXWELL AVE
PARK ON PRIVATE PROPERTY,30,70 DISTILLERY LANE
PARK ON PRIVATE PROPERTY,30,4001 LESLIE ST
PARK ON PRIVATE PROPERTY,30,4001 LESLIE ST
PARK ON PRIVATE PROPERTY,30,100 ROEHAMPTON AVE
PARK ON PRIVATE PROPERTY,30,100 ROEHAMPTON AVE
PARK ON PRIVATE PROPERTY,30,2100 KEELE ST
PARK ON PRIVATE PROPERTY,30,100 ROEHAMPTON AVE
PARK ON PRIVATE PROPERTY,30,840 COXWELL AVE
PARK ON PRIVATE PROPERTY,30,70 DISTILLERY LANE
PARK ON PRIVATE PROPERTY,30,2801 JANE ST
PARK ON PRIVATE PROPERTY,30,77 ROEHAMPTON AVE
PARK ON PRIVATE PROPERTY,30,70 DISTILLERY LANE
PARK ON PRIVATE PROPERTY,30,77 ROEHAMPTON AVE
PARK ON PRIVATE PROPERTY,30,77 ROEHAMPTON AVE
PARK ON PRIVATE PROPERTY,30,77 ROEHAMPTON AVE
PARK ON PRIVATE PROPERTY,30,10 LIVONIA PLACE
PARK ON PRIVATE PROPERTY,30,77 ROEHAMPTON AVE
PARK ON PRIVATE PROPERTY,30,77 ROEHAMPTON AVE
PARK ON PRIVATE PROPERTY,30,70 DISTILLERY LANE
PARK ON PRIVATE PROPERTY,30,165 LEGION RD N
PARK ON PRIVATE PROPERTY,30,70 DISTILLERY LANE
PARK ON PRIVATE PROPERTY,30,36 PARK LAWN RD
PARK ON PRIVATE PROPERTY,30,36 PARK LAWN RD
PARK ON PRIVATE PROPERTY,30,88 ERSKINE AVE
PARK ON PRIVATE PROPERTY,30,36 PARK LAWN RD
PARK ON PRIVATE PROPERTY,30,36 PARK LAWN RD
PARK ON PRIVATE PROPERTY,30,70 DISTILLERY LANE
PARK ON PRIVATE PROPERTY,30,70 DISTILLERY LANE
PARK ON PRIVATE PROPERTY,30,70 DISTILLERY LANE
PARK ON PRIVATE PROPERTY,30,228 LAWRENCE AVE W
PARK ON PRIVATE PROPERTY,30,80 MARINE PARADE DR
PARK ON PRIVATE PROPERTY,30,80 MARINE PARADE DR
PARK ON PRIVATE PROPERTY,30,80 MARINE PARADE DR
PARK ON PRIVATE PROPERTY,30,80 MARINE PARADE DR
PARK ON PRIVATE PROPERTY,30,39 RICHVIEW RD
PARK ON PRIVATE PROPERTY,30,101 PETER ST
PARK ON PRIVATE PROPERTY,30,39 RICHVIEW RD
PARK ON PRIVATE PROPERTY,30,39 RICHVIEW RD
PARK ON PRIVATE PROPERTY,30,1155 KING ST W
PARK ON PRIVATE PROPERTY,30,101 PETER ST
PARK ON PRIVATE PROPERTY,30,1943 WESTON RD
PARK ON PRIVATE PROPERTY,30,1943 WESTON RD
PARK ON PRIVATE PROPERTY,30,39 RICHVIEW RD
PARK ON PRIVATE PROPERTY,30,381 FRONT ST WEST
PARK ON PRIVATE PROPERTY,30,3290 ELLESMERE RD
PARK ON PRIVATE PROPERTY,30,70 DISTILLERY LANE
PARK ON PRIVATE PROPERTY,30,70 DISTILLERY LANE
PARK ON PRIVATE PROPERTY,30,70 DISTILLERY LANE
PARK ON PRIVATE PROPERTY,30,70 DISTILLERY LANE
PARK ON PRIVATE PROPERTY,30,151 BEECROFT RD
PARK ON PRIVATE PROPERTY,30,3290 ELLESMERE RD
PARK ON PRIVATE PROPERTY,30,3290 ELLESMERE RD
PARK ON PRIVATE PROPERTY,30,3290 ELLESMERE RD
PARK ON PRIVATE PROPERTY,30,21 NELSON ST
PARK ON PRIVATE PROPERTY,30,3290 ELLESMERE RD
PARK ON PRIVATE PROPERTY,30,21 NELSON ST
PARK ON PRIVATE PROPERTY,30,21 NELSON ST
PARK ON PRIVATE PROPERTY,30,3290 ELLESMERE RD
PARK ON PRIVATE PROPERTY,30,70 DISTILLERY LANE
PARK ON PRIVATE PROPERTY,30,70 DISTILLERY LANE
PARK ON PRIVATE PROPERTY,30,1571 SANDHURST CRCL
PARK ON PRIVATE PROPERTY,30,1265 MILITARY TRL
PARK ON PRIVATE PROPERTY,30,1571 SANDHURST CRCL
PARK ON PRIVATE PROPERTY,30,1265 MILITARY TRL
PARK ON PRIVATE PROPERTY,30,1265 MILITARY TRL
PARK ON PRIVATE PROPERTY,30,1265 MILITARY TRL
PARK ON PRIVATE PROPERTY,30,1265 MILITARY TRL
PARK ON PRIVATE PROPERTY,30,1265 MILITARY TRL
PARK ON PRIVATE PROPERTY,30,1265 MILITARY TRL
PARK ON PRIVATE PROPERTY,30,70 DISTILLERY LANE
PARK ON PRIVATE PROPERTY,30,151 FRONT ST W
PARK ON PRIVATE PROPERTY,30,70 DISTILLERY LANE
PARK ON PRIVATE PROPERTY,30,70 DISTILLERY LANE
PARK ON PRIVATE PROPERTY,30,1265 MILITARY TRL
PARK ON PRIVATE PROPERTY,30,1265 MILITARY TRL
PARK ON PRIVATE PROPERTY,30,25 BAY MILLS BLVD
PARK ON PRIVATE PROPERTY,30,1265 MILITARY TRL
PARK ON PRIVATE PROPERTY,30,1265 MILITARY TRL
PARK ON PRIVATE PROPERTY,30,1265 MILITARY TRL
PARK ON PRIVATE PROPERTY,30,1265 MILITARY TRL
PARK ON PRIVATE PROPERTY,30,1265 MILITARY TRL
PARK ON PRIVATE PROPERTY,30,1265 MILITARY TRL
PARK ON PRIVATE PROPERTY,30,1265 MILITARY TRL
PARK ON PRIVATE PROPERTY,30,1265 MILITARY TRL
PARK ON PRIVATE PROPERTY,30,1265 MILITARY TRL
PARK ON PRIVATE PROPERTY,30,1265 MILITARY TRL
PARK ON PRIVATE PROPERTY,30,70 DISTILLERY LANE
PARK ON PRIVATE PROPERTY,30,70 DISTILLERY LANE
PARK ON PRIVATE PROPERTY,30,70 DISTILLERY LANE
PARK ON PRIVATE PROPERTY,30,70 DISTILLERY LANE
PARK ON PRIVATE PROPERTY,30,70 DISTILLERY LANE
PARK ON PRIVATE PROPERTY,30,70 DISTILLERY LANE
PARK ON PRIVATE PROPERTY,30,4175 LAWRENCE AVE E
PARK ON PRIVATE PROPERTY,30,9 BOGERT AVE
PARK ON PRIVATE PROPERTY,30,1308 LINSMORE CRES
PARK ON PRIVATE PROPERTY,30,39 PORTLAND ST
PARK ON PRIVATE PROPERTY,30,208 QUEENS QUAY W
PARK ON PRIVATE PROPERTY,30,14 RAYOAK DR
PARK ON PRIVATE PROPERTY,30,20 SHORE BREEZE DR
PARK ON PRIVATE PROPERTY,30,95 HIGH PARK AVE
PARK ON PRIVATE PROPERTY,30,208 QUEENS QUAY W
PARK ON PRIVATE PROPERTY,30,208 QUEENS QUAY W
PARK ON PRIVATE PROPERTY,30,208 QUEENS QUAY W
PARK ON PRIVATE PROPERTY,30,512 CHURCH ST
PARK ON PRIVATE PROPERTY,30,239 ROYWOOD DR
PARK ON PRIVATE PROPERTY,30,95 HIGH PARK AVE
PARK ON PRIVATE PROPERTY,30,208 QUEENS QUAY W
PARK ON PRIVATE PROPERTY,30,517 WELLINGTON ST W
PARK ON PRIVATE PROPERTY,30,10 WILLOWRIDGE RD
PARK ON PRIVATE PROPERTY,30,208 QUEENS QUAY W
PARK ON PRIVATE PROPERTY,30,31A PARLIAMENT ST
PARK ON PRIVATE PROPERTY,30,10 WILLOWRIDGE RD
PARK ON PRIVATE PROPERTY,30,10 WILLOWRIDGE RD
PARK ON PRIVATE PROPERTY,30,10 WILLOWRIDGE RD
PARK ON PRIVATE PROPERTY,30,10 WILLOWRIDGE RD
PARK ON PRIVATE PROPERTY,30,10 WILLOWRIDGE RD
PARK ON PRIVATE PROPERTY,30,66 PACIFIC AVE
PARK ON PRIVATE PROPERTY,30,10 WILLOWRIDGE RD
PARK ON PRIVATE PROPERTY,30,239 ROYWOOD DR
PARK ON PRIVATE PROPERTY,30,10 WILLOWRIDGE RD
PARK ON PRIVATE PROPERTY,30,879 YORK MILLS RD
PARK ON PRIVATE PROPERTY,30,239 ROYWOOD DR
PARK ON PRIVATE PROPERTY,30,10 WILLOWRIDGE RD
PARK ON PRIVATE PROPERTY,30,10 WILLOWRIDGE RD
PARK ON PRIVATE PROPERTY,30,1201 MIDLAND AVE
PARK ON PRIVATE PROPERTY,30,10 WILLOWRIDGE RD
PARK ON PRIVATE PROPERTY,30,239 ROYWOOD DR
PARK ON PRIVATE PROPERTY,30,10 WILLOWRIDGE RD
PARK ON PRIVATE PROPERTY,30,10 WILLOWRIDGE RD
PARK ON PRIVATE PROPERTY,30,31A PARLIAMENT ST
PARK ON PRIVATE PROPERTY,30,10 WILLOWRIDGE RD
PARK ON PRIVATE PROPERTY,30,31A PARLIAMENT ST
PARK ON PRIVATE PROPERTY,30,10 WILLOWRIDGE RD
PARK ON PRIVATE PROPERTY,30,5200 YONGE ST
PARK ON PRIVATE PROPERTY,30,31A PARLIAMENT ST
PARK ON PRIVATE PROPERTY,30,10 WILLOWRIDGE RD
PARK ON PRIVATE PROPERTY,30,10 WILLOWRIDGE RD
PARK ON PRIVATE PROPERTY,30,10 WILLOWRIDGE RD
PARK ON PRIVATE PROPERTY,30,5200 YONGE ST
PARK ON PRIVATE PROPERTY,30,5200 YONGE ST
PARK ON PRIVATE PROPERTY,30,5200 YONGE ST
PARK ON PRIVATE PROPERTY,30,5200 YONGE ST
PARK ON PRIVATE PROPERTY,30,5200 YONGE ST
PARK ON PRIVATE PROPERTY,30,31A PARLIAMENT ST
PARK ON PRIVATE PROPERTY,30,31A PARLIAMENT ST
PARK ON PRIVATE PROPERTY,30,1 FRONT ST E
PARK ON PRIVATE PROPERTY,30,415 WILLOWDALE AVE
PARK ON PRIVATE PROPERTY,30,371 PRTON PARK RD
PARK ON PRIVATE PROPERTY,30,371 ORTON PARK RD
PARK ON PRIVATE PROPERTY,30,43 THORNCLIFFE PARK DR
PARK ON PRIVATE PROPERTY,30,43 THORNCLIFFE PARK DR
PARK ON PRIVATE PROPERTY,30,12 OAKBURN CRES
PARK ON PRIVATE PROPERTY,30,4001 LESLIE ST
PARK ON PRIVATE PROPERTY,30,5 QUEENS QUAY W
PARK ON PRIVATE PROPERTY,30,80 BLAKE ST
PARK ON PRIVATE PROPERTY,30,4001 LESLIE ST
PARK ON PRIVATE PROPERTY,30,4001 LESLIE ST
PARK ON PRIVATE PROPERTY,30,4001 LESLIE ST
PARK ON PRIVATE PROPERTY,30,43 THORNCLIFFE PARK DR
PARK ON PRIVATE PROPERTY,30,4001 LESLIE ST
PARK ON PRIVATE PROPERTY,30,4001 LESLIE ST
PARK ON PRIVATE PROPERTY,30,151 FRONT ST W
PARK ON PRIVATE PROPERTY,30,4001 LESLIE ST
PARK ON PRIVATE PROPERTY,30,730 DOVERCOURT RD
PARK ON PRIVATE PROPERTY,30,4001 LESLIE ST
PARK ON PRIVATE PROPERTY,30,25 MUTUAL
PARK ON PRIVATE PROPERTY,30,730 DOVERCOURT RD
PARK ON PRIVATE PROPERTY,30,4001 LESLIE ST
PARK ON PRIVATE PROPERTY,30,730 DOVERCOURT RD
PARK ON PRIVATE PROPERTY,30,149 ISAAC DEVINS BLVD
PARK ON PRIVATE PROPERTY,30,4001 LESLIE ST
PARK ON PRIVATE PROPERTY,30,730 DOVERCOURT RD
PARK ON PRIVATE PROPERTY,30,4110 LAWNDOVER AVE EAST
PARK ON PRIVATE PROPERTY,30,149 ISAAC DEVINS BLVD
PARK ON PRIVATE PROPERTY,30,792 BROADVIEW AVE
PARK ON PRIVATE PROPERTY,30,55 STEWART AVE
PARK ON PRIVATE PROPERTY,30,730 DOVERCOURT RD
PARK ON PRIVATE PROPERTY,30,55 STEWART AVE
PARK ON PRIVATE PROPERTY,30,55 STEWART AVE
PARK ON PRIVATE PROPERTY,30,55 STEWART AVE
PARK ON PRIVATE PROPERTY,30,55 STEWART AVE
PARK ON PRIVATE PROPERTY,30,188 EGLINTON AV E
PARK ON PRIVATE PROPERTY,30,357 RUSHOLME RD
PARK ON PRIVATE PROPERTY,30,137 ISAAC DEVINS BLVD
PARK ON PRIVATE PROPERTY,30,55 STEWART AVE
PARK ON PRIVATE PROPERTY,30,55 STEWART AVE
PARK ON PRIVATE PROPERTY,30,170 CHALKFARM DR
PARK ON PRIVATE PROPERTY,30,20 HUMBERLINE DR
PARK ON PRIVATE PROPERTY,30,75 PORTLAND ST
PARK ON PRIVATE PROPERTY,30,75 PORTLAND ST
PARK ON PRIVATE PROPERTY,30,75 PORTLAND ST
PARK ON PRIVATE PROPERTY,30,75 PORTLAND ST
PARK ON PRIVATE PROPERTY,30,75 PORTLAND ST
PARK ON PRIVATE PROPERTY,30,75 PORTLAND ST
PARK ON PRIVATE PROPERTY,30,199 OSSINGTON AVE
PARK ON PRIVATE PROPERTY,30,75 PORTLAND ST
PARK ON PRIVATE PROPERTY,30,75 PORTLAND ST
PARK ON PRIVATE PROPERTY,30,20 HUMBERLINE DR
PARK ON PRIVATE PROPERTY,30,18 YONGE ST
PARK ON PRIVATE PROPERTY,30,75 PORTLAND ST
PARK ON PRIVATE PROPERTY,30,75 PORTLAND ST
PARK ON PRIVATE PROPERTY,30,75 PORTLAND ST
PARK ON PRIVATE PROPERTY,30,60 TYNDALL AVE
PARK ON PRIVATE PROPERTY,30,3125 LAWRENCE AVE E
PARK ON PRIVATE PROPERTY,30,10 RUDDINGTON DR
PARK ON PRIVATE PROPERTY,30,500 DUPLEX AV
PARK ON PRIVATE PROPERTY,30,500 DUPLEX AV
PARK ON PRIVATE PROPERTY,30,500 DUPLEX AVE
PARK ON PRIVATE PROPERTY,30,60 TYNDALL AVE
PARK ON PRIVATE PROPERTY,30,10 RUDDINGTON DR
PARK ON PRIVATE PROPERTY,30,60 TYNDALL AVE
PARK ON PRIVATE PROPERTY,30,60 TYNDALL AVE
PARK ON PRIVATE PROPERTY,30,10 RUDDINGTON DR
PARK ON PRIVATE PROPERTY,30,167 CHURCH ST
PARK ON PRIVATE PROPERTY,30,103 THE QUEENSWAY
PARK ON PRIVATE PROPERTY,30,10 RUDDINGTON DR
PARK ON PRIVATE PROPERTY,30,10 RUDDINGTON DR
PARK ON PRIVATE PROPERTY,30,12 YORK ST
PARK ON PRIVATE PROPERTY,30,20 HUMBERLINE DR
PARK ON PRIVATE PROPERTY,30,10 RUDDINGTON DR
PARK ON PRIVATE PROPERTY,30,2960 KEELE ST
PARK ON PRIVATE PROPERTY,30,33 ISABELLA ST
PARK ON PRIVATE PROPERTY,30,55 ANN O'REILLY RD
PARK ON PRIVATE PROPERTY,30,55 ANN O'REILLY RD
PARK ON PRIVATE PROPERTY,30,55 ANN O'REILLY RD
PARK ON PRIVATE PROPERTY,30,33 ISABELLA ST
PARK ON PRIVATE PROPERTY,30,55 ANN O'REILLY RD
PARK ON PRIVATE PROPERTY,30,33 ISABELLA ST
PARK ON PRIVATE PROPERTY,30,55 ANN O'REILLY RD
PARK ON PRIVATE PROPERTY,30,59 ISABELLA ST
PARK ON PRIVATE PROPERTY,30,59 ISABELLA ST
PARK ON PRIVATE PROPERTY,30,15 OXFORD DR
PARK ON PRIVATE PROPERTY,30,15 OXFORD DR
PARK ON PRIVATE PROPERTY,30,59 ISABELLA ST
PARK ON PRIVATE PROPERTY,30,5 CONCORDE PL
PARK ON PRIVATE PROPERTY,30,1 CANYON AVE
PARK ON PRIVATE PROPERTY,30,1 CANYON AVE
PARK ON PRIVATE PROPERTY,30,121 HUMBER BLVD
PARK ON PRIVATE PROPERTY,30,15 OXFORD DR
PARK ON PRIVATE PROPERTY,30,15 OXFORD DR
PARK ON PRIVATE PROPERTY,30,5 VICORA LINKWAY
PARK ON PRIVATE PROPERTY,30,5 VICORA LINKWAY
PARK ON PRIVATE PROPERTY,30,5 VICORA LINKWAY
PARK ON PRIVATE PROPERTY,30,5 VICORA LINKWAY
PARK ON PRIVATE PROPERTY,30,5 VICORA LINKWAY
PARK ON PRIVATE PROPERTY,30,666 ONTARIO ST
PARK ON PRIVATE PROPERTY,30,5 VICORA LINKWAY
PARK ON PRIVATE PROPERTY,30,666 ONTARIO ST
PARK ON PRIVATE PROPERTY,30,444 LUMSDEN AVE
PARK ON PRIVATE PROPERTY,30,666 ONTARIO ST
PARK ON PRIVATE PROPERTY,30,666 ONTARIO ST
PARK ON PRIVATE PROPERTY,30,666 ONTARIO ST
PARK ON PRIVATE PROPERTY,30,666 ONTARIO ST
PARK ON PRIVATE PROPERTY,30,33 BAY ST
PARK ON PRIVATE PROPERTY,30,33 BAY ST
PARK ON PRIVATE PROPERTY,30,2000 SHEPPARD AVE W
PARK ON PRIVATE PROPERTY,30,735 COLLEGE ST
PARK ON PRIVATE PROPERTY,30,200 BALLIOL ST
PARK ON PRIVATE PROPERTY,30,735 COLLEGE ST
PARK ON PRIVATE PROPERTY,30,18 HARBOUR ST
PARK ON PRIVATE PROPERTY,30,735 COLLEGE ST
PARK ON PRIVATE PROPERTY,30,221 BALLIOL ST
PARK ON PRIVATE PROPERTY,30,221 BALLIOL ST
PARK ON PRIVATE PROPERTY,30,221 BALLIOL ST
PARK ON PRIVATE PROPERTY,30,711 COLLEGE ST
PARK ON PRIVATE PROPERTY,30,711 COLLEGE ST
PARK ON PRIVATE PROPERTY,30,711 COLLEGE ST
PARK ON PRIVATE PROPERTY,30,250 FRONT ST E
PARK ON PRIVATE PROPERTY,30,221 BALLIOL ST
PARK ON PRIVATE PROPERTY,30,711 COLLEGE ST
PARK ON PRIVATE PROPERTY,30,100 ROEHAMPTON AVE
PARK ON PRIVATE PROPERTY,30,7 THE DONWAY EAST
PARK ON PRIVATE PROPERTY,30,238 WELLESLEY ST E
PARK ON PRIVATE PROPERTY,30,238 WELLESLEY ST E
PARK ON PRIVATE PROPERTY,30,4001 LESLIE ST
PARK ON PRIVATE PROPERTY,30,238 WELLESLEY ST E
PARK ON PRIVATE PROPERTY,30,238 WELLESLEY ST E
PARK ON PRIVATE PROPERTY,30,100 ROEHAMPTON AVE
PARK ON PRIVATE PROPERTY,30,238 WELLESLEY ST E
PARK ON PRIVATE PROPERTY,30,4001 LESLIE ST
PARK ON PRIVATE PROPERTY,30,55 ST GEORGE ST
PARK ON PRIVATE PROPERTY,30,238 WELLESLEY ST E
PARK ON PRIVATE PROPERTY,30,238 WELLESLEY ST E
PARK ON PRIVATE PROPERTY,30,70 DISTILLERY LANE
PARK ON PRIVATE PROPERTY,30,70 DISTILLERY LANE
PARK ON PRIVATE PROPERTY,30,238 WELLESLEY ST E
PARK ON PRIVATE PROPERTY,30,238 WELLESLEY ST E
PARK ON PRIVATE PROPERTY,30,100 ROEHAMPTON AVE
PARK ON PRIVATE PROPERTY,30,238 WELLESLEY ST E
PARK ON PRIVATE PROPERTY,30,238 WELLESLEY ST E
PARK ON PRIVATE PROPERTY,30,4001 LESLIE ST
PARK ON PRIVATE PROPERTY,30,238 WELLESLEY ST E
PARK ON PRIVATE PROPERTY,30,238 WELLESLEY ST E
PARK ON PRIVATE PROPERTY,30,77 ROEHAMPTON AVE
PARK ON PRIVATE PROPERTY,30,7 THE DONWAY EAST
PARK ON PRIVATE PROPERTY,30,1631 VICTORIA PARK AVE
PARK ON PRIVATE PROPERTY,30,77 ROEHAMPTON AVE
PARK ON PRIVATE PROPERTY,30,31 PENGARTH CRT
PARK ON PRIVATE PROPERTY,30,3275 SHEPPARD AVE E
PARK ON PRIVATE PROPERTY,30,77 ROEHAMPTON AVE
PARK ON PRIVATE PROPERTY,30,1631 VICTORIA PARK AVE
PARK ON PRIVATE PROPERTY,30,77 ROEHAMPTONA VE
PARK ON PRIVATE PROPERTY,30,63 ROEHAMPTON AVE
PARK ON PRIVATE PROPERTY,30,517 WELLINGTON ST W
PARK ON PRIVATE PROPERTY,30,77 ROEHAMPTON AVE
PARK ON PRIVATE PROPERTY,30,15 GREENVIEW AVE
PARK ON PRIVATE PROPERTY,30,77 ROEHAMPTON AVE
PARK ON PRIVATE PROPERTY,30,33 GABIAN WAY
PARK ON PRIVATE PROPERTY,30,517 WELLINGTON ST W
PARK ON PRIVATE PROPERTY,30,33 GABIAN WAY
PARK ON PRIVATE PROPERTY,30,66 PACIFIC AVE
PARK ON PRIVATE PROPERTY,30,33 GABIAN WAY
PARK ON PRIVATE PROPERTY,30,31 PORTLAND ST
PARK ON PRIVATE PROPERTY,30,31 PORTLAND ST
PARK ON PRIVATE PROPERTY,30,33 GABIAN WAY
PARK ON PRIVATE PROPERTY,30,210 VICTORIA ST
PARK ON PRIVATE PROPERTY,30,1759 VICTORIA PARK AVE
PARK ON PRIVATE PROPERTY,30,415 JARVIS ST
PARK ON PRIVATE PROPERTY,30,35 WILLIAM KITCHEN RD
PARK ON PRIVATE PROPERTY,30,10 TRUDELLE ST
PARK ON PRIVATE PROPERTY,30,5515 EGLINTON AVE W
PARK ON PRIVATE PROPERTY,30,WELLINGTON ST W
PARK ON PRIVATE PROPERTY,30,10 TRUDELLE ST
PARK ON PRIVATE PROPERTY,30,218 DUNDAS ST E
PARK ON PRIVATE PROPERTY,30,4001 STEELES AVE W
